VERSION,HOUID,DOUID,NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30,PID,REG_DATE,USERID,REG_USER_NAME
45,1304564,101711920,72,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,2500,EL_ECHH,2100,MATERIAL_T,1.5,EL_BFTH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400091G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711921,73,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.5,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400091G92{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711922,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711923,75,,EL_BWALLT,?T19?,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.6,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400092G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711924,76,,EL_BWALLT,T30_SD1,EL_AOPEN,?CO?,EL_ECCH,,EL_ECHH,,MATERIAL_T,1.6,EL_BFTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400092G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711925,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711926,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711927,79,2SR,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,RIGHT SIDE OPEN,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711928,80,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G03{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711929,81,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G05{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711930,82,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711931,83,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G04{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711932,84,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G06{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711933,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711934,86,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711935,87,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G03{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711936,88,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G05{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711937,89,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711938,90,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G04{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711939,91,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G06{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711940,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711941,93,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711942,94,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G03{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711943,95,,EL_BWALLT,?T19?,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G05{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711944,96,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711945,97,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G04{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711946,98,,EL_BWALLT,T30_SD1,EL_AOPEN,2SR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G06{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711947,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711948,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711949,101,2SL,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G07{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,LEFT SIDE OPEN,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711950,102,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G09{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711951,103,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G11{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711952,104,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G08{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711953,105,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G10{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711954,106,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G12{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711955,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711956,108,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G07{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711957,109,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G09{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711958,110,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G11{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711959,111,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G08{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711960,112,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G10{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711961,113,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G12{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711962,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711963,115,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G07{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711964,116,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G09{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711965,117,,EL_BWALLT,?T19?,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G11{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711966,118,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G08{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711967,119,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G10{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711968,120,,EL_BWALLT,T30_SD1,EL_AOPEN,2SL,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G12{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711969,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711970,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711971,123,2SLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711972,124,RIGHT,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,"2SLR 경우, RIGHT측 COLUMN",,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711973,125,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G03{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711974,126,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G05{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711975,127,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711976,128,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G04{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711977,129,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400111G06{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711978,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711979,131,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711980,132,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G03{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711981,133,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G05{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711982,134,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G02{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711983,135,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G04{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711984,136,,EL_BWALLT,T30_SD1,EL_AOPEN,2SLR,EL_ECHH,,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400112G06{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711985,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711986,138,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,2500,EL_BFTH,4,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G01{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
45,1304564,101711987,139,,EL_BWALLT,?T19?,EL_AOPEN,2SLR,EL_ECHH,2100,EL_ECCH,,EL_BFTH,,MATERIAL_T,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PE324A_1,32400113G03{MATERIAL_CODE},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT,,,,,,,,,,,,,,,,,,,,,,EL_PE324A,,,
