NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS
34,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU35B,EL_ACAPA,<=1588,EL_ASPD,",90,105",EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G080A,,,TM_MODEL,,BRAKE_MODEL,RSR-600L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
35,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GY35AU,EL_ACAPA,<=1134,EL_ASPD,<=60,EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G090A,,,TM_MODEL,,BRAKE_MODEL,RSR-600K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
36,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GY35BU,EL_ACAPA,<=1134,EL_ASPD,",90,105",EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G100A,,,TM_MODEL,,BRAKE_MODEL,RSR-600K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
37,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU35A,EL_ACAPA,<=1588,EL_ASPD,<=60,EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G110A,,,TM_MODEL,,BRAKE_MODEL,RSR-600L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
38,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU35B,EL_ACAPA,<=1588,EL_ASPD,",90,105",EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G120A,,,TM_MODEL,,BRAKE_MODEL,RSR-600L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
39,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GY35AU,EL_ACAPA,<=1134,EL_ASPD,<=60,EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G130A,,,TM_MODEL,,BRAKE_MODEL,RSR-600K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
40,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GY35BU,EL_ACAPA,<=1134,EL_ASPD,",90,105",EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G140A,,,TM_MODEL,,BRAKE_MODEL,RSR-600K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
41,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU35A,EL_ACAPA,<=1588,EL_ASPD,<=60,EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G150A,,,TM_MODEL,,BRAKE_MODEL,RSR-600L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
42,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU35B,EL_ACAPA,<=1588,EL_ASPD,",90,105",EL_ERPD,6,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110766G160A,,,TM_MODEL,,BRAKE_MODEL,RSR-600L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
43,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55A,EL_ACAPA,<=2268,EL_ASPD,">=45,<=60",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G010A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
44,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55B,EL_ACAPA,<=2268,EL_ASPD,",90,105",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G020A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
45,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55A,EL_ACAPA,<=2268,EL_ASPD,">=45,<=60",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G030A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
46,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55B,EL_ACAPA,<=2268,EL_ASPD,",90,105",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G040A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
47,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55A,EL_ACAPA,<=2268,EL_ASPD,">=45,<=60",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G050A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
48,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55B,EL_ACAPA,<=2268,EL_ASPD,",90,105",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G060A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
49,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55A,EL_ACAPA,<=2268,EL_ASPD,">=45,<=60",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G070A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
50,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55B,EL_ACAPA,<=2268,EL_ASPD,",90,105",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G080A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
