NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS
51,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55C,EL_ACAPA,<=1588,EL_ASPD,",120,150",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G090A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
52,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55C,EL_ACAPA,<=1588,EL_ASPD,",120,150",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G100A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
53,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55C,EL_ACAPA,<=1588,EL_ASPD,",120,150",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/L,R/L",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G110A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
54,,EL_ATYP,WBSS_US,EL_ACD2,?ASME?,EL_ETM,GU55C,EL_ACAPA,<=1588,EL_ASPD,",120,150",EL_ERPD,8,EL_ERPW,<=12,EL_ERPR,2:1,EL_ECWTP,",F/R,R/R",EL_ASEZO,>=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110891G120A,,,TM_MODEL,,BRAKE_MODEL,RSR150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,EL_ATYP,WBLX_US,EL_ACD2,?ASME?,EL_ETM,GU70A,EL_ACAPA,<=1588,EL_ASPD,",45,60",EL_ERPD,12,EL_ERPW,<=8,EL_ERPR,1:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111186G0100,,,TM_MODEL,,BRAKE_MODEL,RSD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
57,,EL_ATYP,WBLX_US,EL_ACD2,?ASME?,EL_ETM,GU70B,EL_ACAPA,<=1588,EL_ASPD,",90,105,120,150",EL_ERPD,12,EL_ERPW,<=8,EL_ERPR,1:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111186G0200,,,TM_MODEL,,BRAKE_MODEL,RSD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
58,,EL_ATYP,WBLX_US,EL_ACD2,?ASME?,EL_ETM,GU70B,EL_ACAPA,<=2268,EL_ASPD,",45,60",EL_ERPD,12,EL_ERPW,<=8,EL_ERPR,2:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111186G0200,,,TM_MODEL,,BRAKE_MODEL,RSD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
59,,EL_ATYP,WBLX_US,EL_ACD2,?ASME?,EL_ETM,GU70C,EL_ACAPA,<=2268,EL_ASPD,",90,105,120",EL_ERPD,12,EL_ERPW,<=8,EL_ERPR,2:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111186G0300,,,TM_MODEL,,BRAKE_MODEL,RSD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
60,,EL_ATYP,WBLX_US,EL_ACD2,?ASME?,EL_ETM,GU70D,EL_ACAPA,1814,EL_ASPD,150,EL_ERPD,12,EL_ERPW,<=8,EL_ERPR,2:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111186G0400,,,TM_MODEL,,BRAKE_MODEL,RSD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
61,STOP_LOGIC,EL_ATYP,?US?,EL_ACD2,?ASME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,OT_Gen2,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,EL_ETM,?GH15SA?,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,<=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111158G0100,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
64,,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,EL_ETM,?GH15SB?,EL_ACAPA,<=630,EL_ASPD,">60,<=105",EL_ERPW,<=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111158G0200,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
65,,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,EL_ETM,?GH25SC?,EL_ACAPA,<=1000,EL_ASPD,<=60,EL_ERPW,<=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111158G0500,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
66,,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,EL_ETM,?GH25SD?,EL_ACAPA,<=1000,EL_ASPD,">60,<=105",EL_ERPW,<=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111158G0600,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
67,,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,EL_ETM,?GH25SA?,EL_ACAPA,<=1200,EL_ASPD,<=60,EL_ERPW,<=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111158G0300,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
68,,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,EL_ETM,?GH25SB?,EL_ACAPA,<=1200,EL_ASPD,">60,<=105",EL_ERPW,<=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111158G0400,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
69,,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,HD_G,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BA1,EL_ACAPA,<=1150,EL_ASPD,<=60,EL_ERPW,4,EL_ERPD,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0100,,,TM_MODEL,GETM3.5BA1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
72,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BA1,EL_ACAPA,<=1150,EL_ASPD,<=60,EL_ERPW,5,EL_ERPD,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0200,,,TM_MODEL,GETM3.5BA1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
73,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BB1,EL_ACAPA,<=1150,EL_ASPD,<=105,EL_ERPW,4,EL_ERPD,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0300,,,TM_MODEL,GETM3.5BB1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
74,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BB1,EL_ACAPA,<=1150,EL_ASPD,<=105,EL_ERPW,5,EL_ERPD,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0400,,,TM_MODEL,GETM3.5BB1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
75,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BC1,EL_ACAPA,<=1150,EL_ASPD,<=120,EL_ERPW,4,EL_ERPD,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0500,,,TM_MODEL,GETM3.5BC1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
76,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BC1,EL_ACAPA,<=1150,EL_ASPD,<=120,EL_ERPW,5,EL_ERPD,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0600,,,TM_MODEL,GETM3.5BC1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
77,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BA1,EL_ACAPA,<=1150,EL_ASPD,<=60,EL_ERPW,5,EL_ERPD,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0700,,,TM_MODEL,GETM3.5BA1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
78,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BA1,EL_ACAPA,<=1150,EL_ASPD,<=60,EL_ERPW,",4,6",EL_ERPD,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0800,,,TM_MODEL,GETM3.5BA1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
79,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BB1,EL_ACAPA,<=1150,EL_ASPD,<=105,EL_ERPW,5,EL_ERPD,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G0900,,,TM_MODEL,GETM3.5BB1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
80,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BB1,EL_ACAPA,<=1150,EL_ASPD,<=105,EL_ERPW,",4,6",EL_ERPD,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G1000,,,TM_MODEL,GETM3.5BB1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
81,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BC1,EL_ACAPA,<=1150,EL_ASPD,<=120,EL_ERPW,5,EL_ERPD,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G1100,,,TM_MODEL,GETM3.5BC1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
82,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ETM,GETM3.5BC1,EL_ACAPA,<=1150,EL_ASPD,<=120,EL_ERPW,",4,6",EL_ERPD,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111229G1200,,,TM_MODEL,GETM3.5BC1,BRAKE_MODEL,DZD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
83,,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,HOME EL,EL_ATYP,GTSS_E,EL_ETM,GH13A,EL_ACAPA,<=600,EL_ASPD,<=60,EL_ERPW,2,EL_AUSE,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110659G0200,,,TM_MODEL,GH13,BRAKE_MODEL,DSZ-80MTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,HOME ELEVATOR 전산화
86,,EL_ATYP,GTSS_E,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,2,EL_AUSE,PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G0900,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G010B,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
89,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G020B,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
90,,EL_ATYP,GTLX_E,EL_ETM,GH25SC,EL_ACAPA,<=1000,EL_ASPD,<=60,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G070B,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
91,,EL_ATYP,GTSS_E,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G0900,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
92,,EL_ATYP,GTSS_E,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1000,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
93,,EL_ATYP,GTSS_E,EL_ETM,GH25SC,EL_ACAPA,<=1000,EL_ASPD,<=60,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1500,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
94,,EL_ATYP,GTLX,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G010B,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
95,,EL_ATYP,GTLX,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G020B,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
96,,EL_ATYP,GTLX,EL_ETM,GH15SB,EL_ACAPA,<=630,EL_ASPD,",90,105",EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G030B,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
97,,EL_ATYP,GTLX,EL_ETM,GH15SB,EL_ACAPA,<=630,EL_ASPD,",90,105",EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G040B,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
98,,EL_ATYP,GTLX,EL_ETM,GH25SC,EL_ACAPA,<=1000,EL_ASPD,<=60,EL_ERPW,",3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G070B,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
99,,EL_ATYP,GTLX,EL_ETM,GH25SD,EL_ACAPA,<=1000,EL_ASPD,",90,105",EL_ERPW,",3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G080B,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
100,,EL_ATYP,GTLX,EL_ETM,GH25SA,EL_ACAPA,<=1200,EL_ASPD,<=60,EL_ERPW,",3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G050B,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
101,,EL_ATYP,GTLX,EL_ETM,GH25SB,EL_ACAPA,<=1200,EL_ASPD,",90,105",EL_ERPW,",3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G060B,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
102,,EL_ATYP,GTSS,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G0900,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
103,,EL_ATYP,GTSS,EL_ETM,GH15SA,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1000,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
104,,EL_ATYP,GTSS,EL_ETM,GH15SB,EL_ACAPA,<=630,EL_ASPD,",90,105",EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1100,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
105,,EL_ATYP,GTSS,EL_ETM,GH15SB,EL_ACAPA,<=630,EL_ASPD,",90,105",EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1200,,,TM_MODEL,GH15S,BRAKE_MODEL,PZ300A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
106,,EL_ATYP,GTSS,EL_ETM,GH25SC,EL_ACAPA,<=1000,EL_ASPD,<=60,EL_ERPW,",3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1500,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
107,,EL_ATYP,GTSS,EL_ETM,GH25SD,EL_ACAPA,<=1000,EL_ASPD,",90,105",EL_ERPW,",3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1600,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
108,,EL_ATYP,GTSS,EL_ETM,GH25SA,EL_ACAPA,<=1200,EL_ASPD,<=60,EL_ERPW,",3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1300,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
109,,EL_ATYP,GTSS,EL_ETM,GH25SB,EL_ACAPA,<=1200,EL_ASPD,",90,105",EL_ERPW,",3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10111010G1400,,,TM_MODEL,GH25S,BRAKE_MODEL,PZ300B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,EL_ETM,GH13A,EL_ACAPA,<=600,EL_ASPD,<=60,EL_ERPD,,EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110659G0200,,,TM_MODEL,GH13,BRAKE_MODEL,DSZ-80MTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
112,,EL_ETM,GH13A,EL_ACAPA,<=600,EL_ASPD,<=60,EL_ERPD,,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110659G0100,,,TM_MODEL,GH13,BRAKE_MODEL,DSZ-80MTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
113,,EL_ETM,GH18A,EL_ACAPA,<=1000,EL_ASPD,<=60,EL_ERPD,,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10110660G0100,,,TM_MODEL,GH18,BRAKE_MODEL,BKF464-18R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,
114,,EL_ETM,GH15A,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPD,,EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10101570G010A,,,TM_MODEL,GH15,BRAKE_MODEL,BFK464-18R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,중국산 CORE 적용(00→0A)
115,,EL_ETM,GH15A,EL_ACAPA,<=630,EL_ASPD,<=60,EL_ERPD,,EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10101570G020A,,,TM_MODEL,GH15,BRAKE_MODEL,BFK464-18R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,중국산 CORE 적용(00→0A)
116,,EL_ETM,GH15B,EL_ACAPA,<=630,EL_ASPD,",90,105",EL_ERPD,,EL_ERPW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA101A,10101571G010A,,,TM_MODEL,GH15,BRAKE_MODEL,BFK464-18R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOP,중국산 CORE 적용(00→0A)
