PID,VERSION,HOUID,NO,ADDR,GOTO,REMARKS,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20
EL_PA115A02,56,1300771,104,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,8,EL_ECWGP,-,EL_ECWTP,",F/R,R/R",EL_ETM,",GY35A,GY35B",EL_ECWSF,!N,EL_ECWCC,",136,137",EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510105G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,105,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,8,EL_ECWGP,-,EL_ECWTP,",F/R,R/R",EL_ETM,",GY35C,GY35D",EL_ECWSF,!N,EL_ECWCC,",136,137",EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510105G0700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,106,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,8,EL_ECWGP,-,EL_ECWTP,",F/L,R/L",EL_ETM,",GY35A,GY35B",EL_ECWSF,!N,EL_ECWCC,",136,137",EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510105G0500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,107,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,8,EL_ECWGP,-,EL_ECWTP,",F/L,R/L",EL_ETM,",GY35C,GY35D",EL_ECWSF,!N,EL_ECWCC,",136,137",EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510105G0800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,108,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,",13,89",EL_ECWGP,-,EL_ECWTP,",F/R,R/R",EL_ETM,",?GY40?,?GY55?",EL_ECWSF,!N,EL_ECWCC,",136,137",EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510105G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,109,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,",13,89",EL_ECWGP,-,EL_ECWTP,",F/L,R/L",EL_ETM,",?GY40?,?GY55?",EL_ECWSF,!N,EL_ECWCC,",136,137",EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510105G0300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,110,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,18,EL_ECWGP,-,EL_ECWTP,",F/R,R/R",EL_ETM,?GY55?,EL_ECWSF,!N,EL_ECWCC,",136,137",EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510105G0600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,111,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,18,EL_ECWGP,-,EL_ECWTP,",F/L,R/L",EL_ETM,?GY55?,EL_ECWSF,!N,EL_ECWCC,",136,137",EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510105G0400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,112,-,A115A02_3,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,-,EL_ECWGP,-,EL_ECWTP,-,EL_ETM,-,EL_ECWSF,-,EL_ECWCC,-,EL_ACD2,?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,115C0158G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,113,-,A115A02_3,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,-,EL_ECWGP,-,EL_ECWTP,-,EL_ETM,-,EL_ECWSF,-,EL_ECWCC,-,EL_ACD2,!?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,115101080,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,114,-,A115A02_3,-,EL_ATYP,",?SSVF?,GTSS_R",EL_ECWGV,",DG240,DG240B,DG240E",EL_AMR,-,EL_ECWRL,8,EL_ECWGP,-,EL_ECWTP,-,EL_ETM,!(?GY?),EL_ECWSF,GSC330,EL_ECWCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510111G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,115,-,A115A02_3,-,EL_ATYP,",?SSVF?,GTSS_R",EL_ECWGV,",DG240,DG240B,DG240E",EL_AMR,-,EL_ECWRL,",13,89",EL_ECWGP,-,EL_ECWTP,-,EL_ETM,!(?GY?),EL_ECWSF,GSC330,EL_ECWCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510111G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,116,-,A115A02_3,-,EL_ATYP,",?SSVF?,GTSS_R",EL_ECWGV,",DG240,DG240B",EL_AMR,-,EL_ECWRL,",13,89",EL_ECWGP,",R/L,F/R",EL_ECWTP,-,EL_ETM,!(?GY?),EL_ECWSF,!(GSC330),EL_ECWCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,115100744,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,117,-,A115A02_3,-,EL_ATYP,",?SSVF?,GTSS_R",EL_ECWGV,",DG240,DG240B,DG240E",EL_AMR,-,EL_ECWRL,18,EL_ECWGP,-,EL_ECWTP,-,EL_ETM,!(?GY?),EL_ECWSF,GSC330,EL_ECWCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,115100732,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,118,-,A115A02_3,DG305수정-곽민철M요청(221103),EL_ATYP,!(?SS?),EL_ECWGV,",DG305A,DG310",EL_AMR,!B,EL_ECWRL,-,EL_ECWGP,-,EL_ECWTP,-,EL_ETM,-,EL_ECWSF,-,EL_ECWCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510018G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,120,A115A02_3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,121,-,STOP,작업요청 04416-COMPEN 조건 삭제,EL_ATYP,!(?SS?),EL_ECGV,DG305S,EL_ECWTP,",R/L,R/R",EL_DETS,Y,EL_ASPD,">=180,<=240",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_3,11510171G0100,DWG_A115A02_CAR2,11510171G01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,122,-,STOP,작업요청 04651-추가 수배_곽민철M요청,EL_ASPD,180,ETS_SPD1,W,EL_ECWTP,",R/L,R/R",EL_DETS,!Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_3,11510171G0100 ,DWG_A115A02_CAR2,11510171G01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,1,INIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,2,-,-,ETS_SPD1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CALL,CAL_ETS_SPD1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,3,-,-,로직 개선 24.12.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OUTPUT,EL_PA115A02_1,DWG_A115A02_CAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,5,-,-,"DWG_A115A02_CWT : EL_PA115B에서 사용
로직 개선 24.12.11",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OUTPUT,EL_PA115A02_2,DWG_A115A02_CWT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,7,-,-,"EL_PA115A02_1 에서 선택하여쓰도록 중복출력(작업요청 01642)
로직 개선 24.12.11",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OUTPUT,EL_PA115A02_3,DWG_A115A02_CAR2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,9,MAIN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,11,-,STOP,전산작업요청 04640,EL_ABRAND,LUXEN_2,EL_ASPSCD,KC01,EL_ECGV,LOG03_200,EL_ECWTP,R,EL_ACAPA,">=1000,<=1200",EL_ASPD,105,EL_DREUSE,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,12,-,STOP,-,EL_ABRAND,LUXEN_2,EL_ASPSCD,KC01,EL_ECGV,LOG03_200,EL_ECWTP,R,EL_ACAPA,">=1000,<=1200",EL_ASPD,105,EL_DREUSE,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,13,-,STOP,전산작업요청 04640,EL_ABRAND,LUXEN_2,EL_ASPSCD,KC01,EL_ECGV,LOG03_240,EL_ECWTP,R,EL_ACAPA,">=1000,<=1200",EL_ASPD,120,EL_DREUSE,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G2200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,14,-,STOP,-,EL_ABRAND,LUXEN_2,EL_ASPSCD,KC01,EL_ECGV,LOG03_240,EL_ECWTP,R,EL_ACAPA,">=1000,<=1200",EL_ASPD,120,EL_DREUSE,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G0800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,15,-,STOP,-,EL_ABRAND,LUXEN_2,EL_ASPSCD,KC01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,17,-,A115A02_2,전산작업요청 04640,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_ECGV,LOG03_200,EL_ECWTP,R,EL_DREUSE,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,18,-,A115A02_2,-,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_ECGV,LOG03_200,EL_ECWTP,R,EL_DREUSE,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,19,-,A115A02_2,전산작업요청 04640,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_ECGV,LOG03_200,EL_ECWTP,!R,EL_EMCBD,",SL,SR",EL_DREUSE,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,20,-,A115A02_2,-,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_ECGV,LOG03_200,EL_ECWTP,!R,EL_EMCBD,",SL,SR",EL_DREUSE,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,21,-,A115A02_2,-,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_ECGV,LOG03_200,EL_ECWTP,!R,EL_EMCBD,"!(SL,SR)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,C11510221G0400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,22,-,A115A02_2,-,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,24,-,A115A02_2,-,EL_ATYP,",GTLX,GTLX_E",EL_ECGV,DG200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11510036G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,25,-,A115A02_2,-,EL_ATYP,",GTLX,GTLX_E",EL_ECGV,DG240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11510036G0700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,26,-,A115A02_2,-,EL_ATYP,",GTLX,GTLX_E",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,27,-,A115A02_2,-,EL_ATYP,",GTSS,GTSS_E",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,29,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,DG160,EL_AMR,!B,EL_ETM,-,EL_EMCBD,-,EL_ECGS,-,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0106G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,30,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,DG200,EL_AMR,!B,EL_ETM,!(?GY?),EL_EMCBD,!SH,EL_ECGS,MB,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11500289G0300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,31,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,DG200,EL_AMR,!B,EL_ETM,-,EL_EMCBD,!SH,EL_ECGS,HB,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11500289G0400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,32,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,DG200,EL_AMR,!B,EL_ETM,!(?GY?),EL_EMCBD,!SH,EL_ECGS,",N,FL",EL_EHM,-,EL_ECCC,-,EL_ACD2,?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11500289G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,33,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,DG200,EL_AMR,!B,EL_ETM,!(?GY?),EL_EMCBD,!SH,EL_ECGS,",N,FL",EL_EHM,-,EL_ECCC,-,EL_ACD2,!?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115101080,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,57,1300802,34,-,A115A02_2,-,EL_ATYP,?LX?,EL_ECGV,DG200,EL_AMR,!B,EL_ETM,?GY?,EL_EMCBD,-,EL_ECGS,-,EL_EHM,-,EL_ECCC,180,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11500289G0300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
