PID,VERSION,HOUID,NO,ADDR,GOTO,REMARKS,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20
EL_PA115A02,56,1300771,51,-,A115A02_2,-,EL_ATYP,-,EL_ECGV,DG240,EL_AMR,-,EL_ETM,?GT101?,EL_EMCBD,SH,EL_ECGS,-,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,52,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,DG240,EL_AMR,!B,EL_ETM,?GX70?,EL_EMCBD,R,EL_ECGS,-,EL_EHM,-,EL_ECCC,287,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,53,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,DG240,EL_AMR,!B,EL_ETM,?GX70?,EL_EMCBD,!R,EL_ECGS,-,EL_EHM,-,EL_ECCC,287,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0500,DWG_A115A02_CAR,115C0158G05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,54,-,A115A02_2,-,EL_ATYP,?LX?,EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,?GY?,EL_EMCBD,-,EL_ECGS,-,EL_EHM,-,EL_ECCC,180,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0300,DWG_A115A02_CAR,115C0158G03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,55,-,A115A02_2,-,EL_ATYP,?LX?,EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,?GY?,EL_EMCBD,-,EL_ECGS,-,EL_EHM,-,EL_ECCC,287,EL_ACD2,?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0500,DWG_A115A02_CAR,115C0158G05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,56,-,A115A02_2,-,EL_ATYP,?LX?,EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,?GY?,EL_EMCBD,-,EL_ECGS,-,EL_EHM,-,EL_ECCC,287,EL_ACD2,!?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115101081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,57,-,A115A02_2,-,EL_ATYP,?LX?,EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,?GY?,EL_EMCBD,-,EL_ECGS,-,EL_EHM,-,EL_ECCC,460,EL_ACD2,!?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11510017G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,58,-,A115A02_2,-,EL_ATYP,?LX?,EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,?GY?,EL_EMCBD,-,EL_ECGS,-,EL_EHM,-,EL_ECCC,460,EL_ACD2,?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,59,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,"!(?GT25?,?GT35?,?GT50?,?GT70?,?GT71?,?GY?)",EL_EMCBD,!SH,EL_ECGS,",N,FL",EL_EHM,-,EL_ECCC,-,EL_ACD2,!?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11510017G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,60,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,"!(?GT25?,?GT35?,?GT50?,?GT70?,?GT71?,?GY?)",EL_EMCBD,!SH,EL_ECGS,",N,FL",EL_EHM,-,EL_ECCC,-,EL_ACD2,?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,61,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,"!(?GT25?,?GT35?,?GT50?,?GT70?,?GT71?,?GY?)",EL_EMCBD,!SH,EL_ECGS,MB,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0300,DWG_A115A02_CAR,115C0158G03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,62,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,",DG240,DG240B",EL_AMR,!B,EL_ETM,"!(?GT25?,?GT35?,?GT50?,?GT70?,?GT71?,?GY?)",EL_EMCBD,!SH,EL_ECGS,HB,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,63,-,A115A02_2,-,EL_ATYP,?SS?,EL_ECGV,",DG240,DG240B",EL_AMR,-,EL_ETM,-,EL_EMCBD,-,EL_ECGS,RL,EL_EHM,"!(?ST?,MX)",EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115100244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,64,-,A115A02_2,DG305수정-곽민철M요청(221103),EL_ATYP,!(?SS?),EL_ECGV,",?DG305?,DG310",EL_AMR,-,EL_ETM,-,EL_EMCBD,R,EL_ECGS,-,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11510018G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,65,-,A115A02_2,DG305수정-곽민철M요청(221103),EL_ATYP,!(?SS?),EL_ECGV,",?DG305?,DG310",EL_AMR,-,EL_ETM,-,EL_EMCBD,!R,EL_ECGS,-,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,11500187G0100,DWG_A115A02_CAR,11500187G01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,66,-,A115A02_2,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECGV,",DG360,DG360S",EL_AMR,!B,EL_ETM,-,EL_EMCBD,-,EL_ECGS,-,EL_EHM,-,EL_ECCC,-,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0143G0100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,67,-,A115A02_2,-,EL_ATYP,-,EL_ECGV,-,EL_AMR,-,EL_ETM,-,EL_EMCBD,-,EL_ECGS,MB,EL_EHM,-,EL_ECCC,-,EL_ACD2,?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115C0158G0500,DWG_A115A02_CAR,115C0158G05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,68,-,A115A02_2,-,EL_ATYP,-,EL_ECGV,-,EL_AMR,-,EL_ETM,-,EL_EMCBD,-,EL_ECGS,MB,EL_EHM,-,EL_ECCC,-,EL_ACD2,!?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_1,115101081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,72,A115A02_2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,73,-,A115A02_3,TM BED에 포함되어있음,EL_ABRAND,NEX_MRL,EL_ASPSCD,KC01,EL_ECWGV,LOG03B_240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,74,-,A115A02_3,TM BED에 포함되어있음,EL_ABRAND,NEX_MRL,EL_ASPSCD,KC01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,76,-,A115A02_3,전산작업요청 04640,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_ECWGV,LOG03_240,EL_DREUSE,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,C11510221G2200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,77,-,A115A02_3,-,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_ECWGV,LOG03_240,EL_DREUSE,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,C11510221G0800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,78,-,A115A02_3,-,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,80,-,A115A02_3,-,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ECWGV,DG240,EL_ECWTP,",R/R,F/R",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,V0002633G0100,DWG_A115A02_CWT,V0002633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,81,-,A115A02_3,-,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,EL_ECWGV,DG240,EL_ECWTP,",F/L,R/L",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,V0002633G0200,DWG_A115A02_CWT,V0002633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,82,-,A115A02_3,-,EL_ATYP,GTSS_R,EL_DSETUP,?HD_G?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,84,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,GH25E,EL_ECWTP,",F/L,R/L",EL_ECWRL,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510162G0700,DWG_A115A02_CWT,11510162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,85,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,GH25E,EL_ECWTP,",R/R,F/R",EL_ECWRL,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510162G0800,DWG_A115A02_CWT,11510162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,86,-,A115A02_3,작업요청 02416,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,?GH31?,EL_ECWTP,",R/R,F/R",EL_ECWRL,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510132G0100,DWG_A115A02_CWT,11510132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,87,-,A115A02_3,작업요청 02416,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,?GH31?,EL_ECWTP,",R/L,F/L",EL_ECWRL,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510132G0200,DWG_A115A02_CWT,11510132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,88,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,GH35B,EL_ECWTP,",F/L,R/L",EL_ECWRL,",13,89",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510162G0500,DWG_A115A02_CWT,11510162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,89,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,GH35B,EL_ECWTP,",R/R,F/R",EL_ECWRL,",13,89",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510162G0600,DWG_A115A02_CWT,11510162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,90,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,GH35C,EL_ECWTP,",F/L,R/L",EL_ECWRL,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510162G0100,DWG_A115A02_CWT,11510162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,91,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,GH35C,EL_ECWTP,",F/L,R/L",EL_ECWRL,",13,89",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510162G0200,DWG_A115A02_CWT,11510162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,92,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,GH35C,EL_ECWTP,",R/R,F/R",EL_ECWRL,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510162G0300,DWG_A115A02_CWT,11510162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,93,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ETM,GH35C,EL_ECWTP,",R/R,F/R",EL_ECWRL,",13,89",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510162G0400,DWG_A115A02_CWT,11510162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,94,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",EL_ECWGV,DG240,EL_ACAPA,<=1600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510023G010A,DWG_A115A02_CWT,11510023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,95,-,A115A02_3,-,EL_ATYP,",GTLX,GTLX_E",EL_ECWGV,DG200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510036G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,96,-,A115A02_3,-,EL_ATYP,",GTLX,GTLX_E",EL_ECWGV,DG240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11510036G0700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,97,-,A115A02_3,-,EL_ATYP,",GTLX,GTLX_E",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,98,-,A115A02_3,-,EL_ATYP,",GTSS,GTSS_E",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,100,-,A115A02_3,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECWGV,DG200,EL_AMR,!B,EL_ECWRL,-,EL_ECWGP,-,EL_ECWTP,-,EL_ETM,-,EL_ECWSF,-,EL_ECWCC,-,EL_ACD2,?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11500289G0200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,101,-,A115A02_3,-,EL_ATYP,"!(?SS?,?SH?)",EL_ECWGV,DG200,EL_AMR,!B,EL_ECWRL,-,EL_ECWGP,-,EL_ECWTP,-,EL_ETM,-,EL_ECWSF,-,EL_ECWCC,-,EL_ACD2,!?KS?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,115101081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,102,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,-,EL_ECWGP,-,EL_ECWTP,",F/R,R/R",EL_ETM,-,EL_ECWSF,-,EL_ECWCC,85,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11500237G010A,DWG_A115A02_CWT,11500237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EL_PA115A02,56,1300771,103,-,A115A02_3,-,EL_ATYP,",?WBSS2?,GTSS_R",EL_ECWGV,DG240,EL_AMR,!B,EL_ECWRL,-,EL_ECWGP,-,EL_ECWTP,",F/L,R/L",EL_ETM,-,EL_ECWSF,-,EL_ECWCC,85,EL_ACD2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EL_PA115A02_2,11500237G020A,DWG_A115A02_CWT,11500237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
