PID,VERSION,NO,ADDR,GOTO,SPEC1,CON1,SPEC2,CON2,KEY1,VAL1,KEY2,VAL2,REMARKS
CAL_NEXBRAND_CMT,129,61,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",CEILING_PAD_CMT,N,L_CMT,"- 천정 커버 적용시, 커버 위 미끄럼 방지를 위한 패드 적용할 것",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",M1C_0046
CAL_NEXBRAND_CMT,129,62,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,63,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",DWG_F321A15,",?32100986G07?,?32100986G08?,?32100986G09?,?32100986G10?,?32100986G17?,?32100986G18?,?32100986G19?,?32100986G20?,?32114084G03?,?32114084G04?",L_CMT,"- CCTV HOLE WORKING DWG.32110219 반영할 것. (위치 : {E321A99_CCTV_P}, 천장TYPE : {EL_BCL} , WT = 19)",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",에어컨 2개 적용 & CCTV 적용시 CCTV HOLE WORKING DWG 문구 추가
CAL_NEXBRAND_CMT,129,64,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",E321A99_HOLE,!N,L_CMT,"- {E321A99_HOLE} 적용하여 CCTV HOLE 가공할 것 (위치 : {E321A99_CCTV_P}, 천장TYPE : {EL_BCL} , WT = 19)",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",M1C_0303
CAL_NEXBRAND_CMT,129,65,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,66,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_PF321A15,!N,L_CMT, - FAN HOLE WORKING DWG : 32110097,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,67,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_PF321A15,!N,L_CMT, - FAN HOLE WORKING DWG : 32110200G01,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,68,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_PF321A15,!N,L_CMT, - FAN HOLE WORKING DWG : 32110200G02,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,69,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,70,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",DWG_CEILINGPLATFORM,!N,L_CMT,- CEILING PLATFORM 취부용 HOLE 추가 가공할 것. (도번 {DWG_CEILINGPLATFORM} CEILING TOE GUARD HOLE 가공도),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,71,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,72,-,-,EL_ABRAND,LUXEN_2,EL_ASPSCD,KC01,L_CMT,- 천장 수정가공도 : DWG ________________ 참고하여 제작할 것 (SAFETY GUARD 고정용),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,73,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,74,-,-,CEILING_WORK_DWG,!N,-,-,L_CMT,- {CEILING_WORK_DWG} 도면 적용하여 출입구측 보강 높이 변경 및 따냄 작업할 것,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,75,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,76,-,-,NEX_TYPE,",NEX_NEW,NEX_PLUS,NEX_LUXEN,NEX_ECO,NEX_OLD",EL_BCL,"!(CDS14_1,CDS19_1,CDS34_1,CDS54_1)",L_CMT,- 구출구 적용 (KEY DEVICE는 별도 수배),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
","CDS14_1,CDS19_1,CDS34_1,CDS54_1 외는 외작이기에 구출구 적용관련 문구만 반영 (도면 내 표기)"
CAL_NEXBRAND_CMT,129,77,-,-,NEX_TYPE,",NEX_NEW,NEX_PLUS,NEX_LUXEN,NEX_ECO,NEX_OLD",EL_BCL,",CDS14_1,CDS19_1,CDS34_1,CDS54_1",L_CMT,"- 구출구 적용 (KEY DEVICE는 별도 수배)
- 32111268 도면에 따라 구출구 HOLE 가공 및 SWITCH, KEY DEVICE 부착 할 것. (분할타입 적용)
- 구출구 HINGE 위치 : FRONT (S/W & KEY : REAR)",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
","CDS14_1,CDS19_1,CDS34_1,CDS54_1 는 NEX 내작이기에 가공수정도 작명표기를 위한 주석반영"
CAL_NEXBRAND_CMT,129,78,-,-,NEX_TYPE,",NEX_NEW,NEX_PLUS,NEX_LUXEN,NEX_ECO,NEX_OLD",EL_BCL,",CDS14_1,CDS19_1,CDS34_1,CDS54_1",L_CMT,"- 구출구 적용 (KEY DEVICE는 별도 수배)
- 32111268 도면에 따라 구출구 HOLE 가공 및 SWITCH, KEY DEVICE 부착 할 것. (분할타입 적용)
- 구출구는 90도 회전시켜 적용할 것.
- 구출구 HINGE 위치 : FRONT (S/W & KEY : REAR)",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,79,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_BCL,CDI3IH0,L_CMT,"- 구출구 HOLE 가공하지 말고, 구출구 관련 자재는 수배 제외할 것.",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,80,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_BCL,CDI3IH0,L_CMT,"- 신형 구출구 적용
- 32111268 도면에 따라 구출구 HOLE 가공 및 SWITCH, KEY DEVICE 부착 할 것. (분할타입 적용)
- 구출구 HINGE 위치 : FRONT (S/W & KEY : REAR)",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,81,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_BCL,",CDS21_1,CDS31_1,CDS91_1,CDF35_1,CDF26_1,?CDI3DA?,?CDB3BA?,CDB1PB0",L_CMT,- TOE GUARD 수정도 : CEILING WORKING DWG 32110132G01 신규 개정 도면을 반영 할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
","NEX ECO 와 NEX PLUS에서 LOW, MID 천장은 제외"
CAL_NEXBRAND_CMT,129,82,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_BCL,",CDI3IH0,CDC1DN0,CDI2DH0,CDI2DH1",L_CMT,- SIDE TOE GUARD 수정도 : 32100746 반영 할 것. (BELT Q'ty = {EL_ERPW}),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,83,-,-,EL_ABRAND,NEX_MRL,EL_BCL,",CDI3IH0,CDC1DN0,CDI2DH0,CDI2DH1",L_CMT,- CEILING WORKING DWG : 32100749G01로 작업할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,84,-,-,EL_ABRAND,NEX_MRL,EL_BCL,",CDI3IH0,CDC1DN0,CDI2DH0,CDI2DH1",L_CMT,- CEILING WORKING DWG : 32100749G02로 작업할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,85,-,-,EL_ABRAND,NEX_MRL,EL_BCL,",CDI3IH0,CDC1DN0,CDI2DH0,CDI2DH1",L_CMT,- CEILING WORKING DWG : 32100749G03로 작업할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,86,-,-,EL_ABRAND,NEX_MRL,EL_BCL,",CDI3IH0,CDC1DN0,CDI2DH0,CDI2DH1",L_CMT,- CEILING WORKING DWG : 32100749G04로 작업할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",NEX MRL DUTY 확장 - 5본 추가
CAL_NEXBRAND_CMT,129,87,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,88,-,-,EL_ABRAND,NEX_MRL,EL_BCL,-,L_CMT,- BELT수={EL_ERPW},NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
","서국영M요청 (2022-06-30), TAP PLATE 자재수배를 위함(도면)"
CAL_NEXBRAND_CMT,129,89,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,90,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_PE322A15,!N,L_CMT,- AIR CLEANER HOLE DWG : {CLNDWG} 참고하여 공기청정기 취부 HOLE 가공할 것,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,91,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_PF321A15,!N,L_CMT,"- 카 에어컨 적용되므로 DUCT HOLE 가공도 321B370G01 적용하여 변경 작업할 것.
- FAN HOLE 2EA 적용할 것.",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,92,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,93,-,-,EL_ABRAND,NEX_MRL,EL_BCL,",?CDB3BA?,CDB1PB0,CDI3IH0,CDC1DN0,CDI2DH0,CDI2DH1,?CDI3DA?",L_CMT,- TAP PLATE는 32111162G02로 변경 적용할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,94,-,-,EL_ABRAND,NEX_MRL,EL_BCL,",?CDB3BA?,CDB1PB0,CDI3IH0,CDC1DN0,CDI2DH0,CDI2DH1,?CDI3DA?",L_CMT,- TAP PLATE는 32111162G04로 변경 적용할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,95,-,-,EL_ABRAND,NEX_MRL,EL_BCL,",?CDB3BA?,CDB1PB0,CDI3IH0,CDC1DN0,CDI2DH0,CDI2DH1,?CDI3DA?",L_CMT,- TAP PLATE는 32111162G06로 변경 적용할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",NEX MRL DUTY 확장 - 5본용
CAL_NEXBRAND_CMT,129,96,-,-,EL_ABRAND,NEX_MR,EL_BCL,"!(INT,?CD191?,?CD199?,?CD219A?,?CD253A?,CD299B,?CD319A?,?CD399A?,CD451B,CD511B,CD519D,?CD571?)",L_CMT,- TAP PLATE는 32110727G01로 변경적용할 것. (TAP PLATE : 243mm),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",전산작업요청 : 00428 참고 / TAP PLATE 243mm 적용 관련 문구 추가 (GTLX_E) 적용
CAL_NEXBRAND_CMT,129,97,-,-,EL_ABRAND,NEX_MR,EL_BCL,"!(INT,?CD191?,?CD199?,?CD219A?,?CD253A?,CD299B,?CD319A?,?CD399A?,CD451B,CD511B,CD519D,?CD571?)",L_CMT,- TAP PLATE는 321D0040H02로 적용할 것. (TAP PLATE : 230mm),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
","TAP PLATE 230 적용 관련 문구 추가 반영, 작업요청 02633"
CAL_NEXBRAND_CMT,129,98,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,99,-,-,-,-,-,-,K4,"[$ 5*(round(((({AA_FRAME} - ({EL_ECCA} + 50)) * 0.5) + 52.5)/5,0)) $]",-,-,요청번호 2630
CAL_NEXBRAND_CMT,129,100,-,NEXT_1,EL_ABRAND,",NEX_MR,NEX_MRL",EL_ASPSCD,KC01,-,-,-,-,-
CAL_NEXBRAND_CMT,129,101,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_ASPSCD,KC01,L_CMT,- ISOLATION PAD BRACKET : VC13522G01/G02 각 2SET 적용 (KE={K4}),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",작업요청 02667
CAL_NEXBRAND_CMT,129,102,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_ASPSCD,KC01,L_CMT,- ISOLATION PAD BRACKET : VC13522G01/G02 각 2SET 적용 (KE=55),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",작업요청 02667
CAL_NEXBRAND_CMT,129,103,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_ASPSCD,KC01,L_CMT,- ISOLATION ASSY 는 32111882G1000 변경 적용 (TAP PLATE=354mm),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",작업요청 02667
CAL_NEXBRAND_CMT,129,104,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_ASPSCD,KC01,L_CMT,- ISOLATION ASSY 는 32111882G0900 변경 적용 (TAP PLATE=354mm),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",작업요청 02667
CAL_NEXBRAND_CMT,129,105,-,-,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,L_CMT,- ISOLATION ASSY 는 32115506G03 변경 적용,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,106,-,-,EL_ATYP,",GTSS_E,GTSS",EL_DSETUP,OT_GEN2,L_CMT,- ISOLATION ASSY 는 32115506G04 변경 적용,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,107,-,-,EL_ATYP,",GTSS_E,GTSS",EL_ERPW,",2,3",L_CMT,- ISOLATION ASSY : 32111882G0200 (TAP PLATE=307mm),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,108,-,-,EL_ATYP,",GTSS_E,GTSS",EL_ERPW,4,L_CMT,- ISOLATION ASSY : 32111882G0300 (TAP PLATE=380mm),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,109,-,-,EL_ATYP,",GTSS_E,GTSS",EL_ERPW,5,L_CMT,- ISOLATION ASSY : 32111882G1100 (TAP PLATE=449mm),NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,110,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,111,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,112,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDI3DA1,CDB3BA2,CDI3IH0",L_CMT,"- FAN, FAN LOUVER, FAN HOLE는 1개 적용.",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,113,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDI3DA1,CDB3BA2,CDI3IH0",L_CMT,- FAN 2EA 적용되므로 좌우 모두 FAN HOLE 가공할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,114,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDI3DA1,CDB3BA2,CDI3IH0",L_CMT,- FAN 2EA 적용되므로 좌우 모두 FAN HOLE 가공할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,115,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS21_1,CDS31_1,CDS91_1,CDF35_1,CDF26_1",L_CMT,"- FAN, FAN LOUVER, FAN HOLE는 1개 적용. (32100153G10 참고)",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,116,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS21_1,CDS31_1,CDS91_1,CDF35_1,CDF26_1",L_CMT,"- FAN, FAN LOUVER, FAN HOLE는 2개 적용. (32100153G11 참고)",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,117,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS21_1,CDS31_1,CDS91_1,CDF35_1,CDF26_1",L_CMT,"- FAN, FAN LOUVER, FAN HOLE는 2개 적용. (32100153G11 참고)",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,118,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS14_1,CDS34_1,CDS54_1",L_CMT,- SMALL FAN 적용되므로 FAN SUPPORT 및 FAN HOLE COVER SMALL FAN용 적용할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,119,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS21_1,CDS31_1,CDS91_1,CDF35_1,CDF26_1,CDI3DA1",L_CMT,"- FAN 1EA 적용, SMALL FAN 적용으로, 32111692 DETAIL OF ""B"", ""C"" 적용하여 제작 할 것.",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,120,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS21_1,CDS31_1,CDS91_1,CDF35_1,CDF26_1,CDI3DA1",L_CMT,"- FAN 1EA 적용, SMALL FAN 적용으로, 32111692 DETAIL OF ""B"", ""C"" 적용하여 제작 할 것.",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,121,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS19_1,CDS14_1,CDS34_1,CDS54_1",L_CMT,- FAN 1EA 적용.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,122,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS19_1,CDS14_1,CDS34_1,CDS54_1",L_CMT,- FAN 2EA 적용,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,123,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDS19_1,CDS14_1,CDS34_1,CDS54_1",L_CMT,- FAN 2EA 적용,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,124,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,125,-,-,EL_ABRAND,",NEX_MR,NEX_MRL",EL_BCL,",?CDS14?,?CDS34?,?CDS54?",L_CMT,- 32112235 FAN HOLE COVER 따냄 치수 201/201로 변경 가공할 것.,NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
CAL_NEXBRAND_CMT,129,126,-,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,127,NEXT_1,-,-,-,-,-,-,-,-,-,-
CAL_NEXBRAND_CMT,129,128,-,-,EL_ABRAND,?NEX?,EL_BCL,",CDI3DA1,CDI3IH0,CDS21_1,CDS31_1,CDS91_1,CDF35_1,CDF26_1",L_CMT,"- 카 에어컨 적용 HOLE & REINFORCE WORKING DWG. 32100153G02 SHEET_2 :
  : A TYPE 으로 작업할 것, [FA]=60, [FB]=100",NEXBRAND_CMT,"{NEXBRAND_CMT}{L_CMT}
",-
