code,codeName,typeName,typeVal,name
EL_AHBTN,승강장 버튼 배치,2CAR CENTER COMMON(1EA),2C_CO,승강장 버튼 배치
EL_AHBTN,승강장 버튼 배치,2CAR ALL OUTER(2EA),2C_O,승강장 버튼 배치
BDUSE,건물용도,숙박시설,2,건물용도
BDUSE,건물용도,아파트,3,건물용도
BDUSE,건물용도,판매시설,4,건물용도
BDUSE,건물용도,근린생활,5,건물용도
BDUSE,건물용도,의료시설,6,건물용도
BDUSE,건물용도,공장,7,건물용도
BDUSE,건물용도,주차설비,9,건물용도
BDUSE,건물용도,자동창고,10,건물용도
BDUSE,건물용도,정부빌딩,11,건물용도
BDUSE,건물용도,교육복지시설,12,건물용도
BDUSE,건물용도,기타,13,건물용도
BDUSE,건물용도,토건,21,건물용도
BDUSE,건물용도,설비,22,건물용도
BDUSE,건물용도,토건설비,23,건물용도
BDUSE,건물용도,운수시설,24,건물용도
EL_EHM,승강로 재질,골조,CEMEN,승강로 재질
EL_EHM,승강로 재질,철,ST,승강로 재질
EL_EHM,승강로 재질,골조+철골,MX,승강로 재질
EL_ADRV,운행방식,1CAR 2BUTTONS,1C2BC,운행방식
EL_ADRV,운행방식,2CAR 2BUTTONS,2C2BC,운행방식
EL_ADRV,운행방식,3CAR 2BUTTONS,3C2BC,운행방식
EL_AARRT,CAR배열 형식,1CAR,1C,카배열 정보
EL_AARRT,CAR배열 형식,2CAR LEFT,2C_L,카배열 정보
EL_AARRT,CAR배열 형식,2CAR RIGHT,2C_R,카배열 정보
EL_AARRT,CAR배열 형식,3CAR LEFT,3C_L,카배열 정보
EL_AARRT,CAR배열 형식,3CAR CENTER,3C_C,카배열 정보
EL_ATYP,기종,GTSS,GTSS,기종
EL_AVOLT,동력전원,380V,380,동력전원
EL_AVOLT,동력전원,400V,400,동력전원
EL_AVOLT,동력전원,415V,415,동력전원
EL_AVOLT,동력전원,440V,440,동력전원
EL_AHZ,주파수,60Hz,60,주파수
EL_AHZ,주파수,50Hz,50,주파수
EL_ALI,조명전원,220V,220,조명전원
EL_ALI,조명전원,230V,230,조명전원
EL_ALI,조명전원,240V,240,조명전원
EL_BHRP,HANDRAIL 위치,후면,R1,HANDRAIL 위치
EL_BCS,SILL재질,AL,AL,SILL재질
EL_CHSM1,SILL재질_(1),AL,AL,SILL재질
EL_CHSM2,SILL재질_(2),AL,AL,SILL재질
EL_CHSM3,SILL재질_(3),AL,AL,SILL재질
EL_CHSM0,SILL재질_(CP),AL,AL,SILL재질
EL_CHSM5,SILL재질_(5),AL,AL,SILL재질
EL_CHSM6,SILL재질_(6),AL,AL,SILL재질
EL_CHSM7,SILL재질_(7),AL,AL,SILL재질
EL_CHSM4,SILL재질_(4),AL,AL,SILL재질
EL_BHOPB,장애인용 OPB,NB210_SUSMIR,NB210_SM,장애인용 OPB
EL_DCAIR,CAR 에어컨,냉방 전용,EVAP,카 에어컨
EL_DCAIR,CAR 에어컨,냉난방 겸용,CHC,카 에어컨
EL_DCCTV,CCTV 카메라,동축 CABLE,H_CABLE,CCTV카메라
EL_DCCTV,CCTV 카메라,(아날로그) 동축 CABLE+UTP변환기,H_CABLE_UTP,CCTV카메라
EL_DCCTV,CCTV 카메라,(아날로그) 동축 CABLE+카메라/UTP변환기,CCTV_UTP,CCTV카메라
EL_CJAMBT1,JAMB종류_(1),JP050,JP050,JAMB종류
EL_CJAMBT2,JAMB종류_(2),JP050,JP050,JAMB종류
EL_CJAMBT0,JAMB종류_(CP),JP050,JP050,JAMB종류
EL_CJAMBT3,JAMB종류_(3),JP050,JP050,JAMB종류
EL_CJAMBT5,JAMB종류_(5),JP050,JP050,JAMB종류
EL_CJAMBT6,JAMB종류_(6),JP050,JP050,JAMB종류
EL_CJAMBT7,JAMB종류_(7),JP050,JP050,JAMB종류
EL_CJAMBT4,JAMB종류_(4),JP050,JP050,JAMB종류
EL_CJAMBT1,JAMB종류_(1),"JP100(광폭, 테이퍼잠)",JP100,JAMB종류
EL_CJAMBT2,JAMB종류_(2),"JP100(광폭, 테이퍼잠)",JP100,JAMB종류
EL_CJAMBT0,JAMB종류_(CP),"JP100(광폭, 테이퍼잠)",JP100,JAMB종류
EL_CJAMBT3,JAMB종류_(3),"JP100(광폭, 테이퍼잠)",JP100,JAMB종류
EL_CJAMBT5,JAMB종류_(5),"JP100(광폭, 테이퍼잠)",JP100,JAMB종류
EL_CJAMBT6,JAMB종류_(6),"JP100(광폭, 테이퍼잠)",JP100,JAMB종류
EL_CJAMBT7,JAMB종류_(7),"JP100(광폭, 테이퍼잠)",JP100,JAMB종류
EL_CJAMBT4,JAMB종류_(4),"JP100(광폭, 테이퍼잠)",JP100,JAMB종류
EL_CJAMBT1,JAMB종류_(1),"JP200U(광폭, 테이퍼잠)",JP200U,JAMB종류
EL_CJAMBT2,JAMB종류_(2),"JP200U(광폭, 테이퍼잠)",JP200U,JAMB종류
EL_CJAMBT0,JAMB종류_(CP),"JP200U(광폭, 테이퍼잠)",JP200U,JAMB종류
EL_CJAMBT3,JAMB종류_(3),"JP200U(광폭, 테이퍼잠)",JP200U,JAMB종류
EL_CJAMBT5,JAMB종류_(5),"JP200U(광폭, 테이퍼잠)",JP200U,JAMB종류
EL_CJAMBT6,JAMB종류_(6),"JP200U(광폭, 테이퍼잠)",JP200U,JAMB종류
EL_CJAMBT7,JAMB종류_(7),"JP200U(광폭, 테이퍼잠)",JP200U,JAMB종류
EL_CJAMBT4,JAMB종류_(4),"JP200U(광폭, 테이퍼잠)",JP200U,JAMB종류
EL_CJAMBT1,JAMB종류_(1),CP100 (막판 : ×),CP100,JAMB종류
EL_CJAMBT2,JAMB종류_(2),CP100 (막판 : ×),CP100,JAMB종류
EL_CJAMBT0,JAMB종류_(CP),CP100 (막판 : ×),CP100,JAMB종류
EL_CJAMBT3,JAMB종류_(3),CP100 (막판 : ×),CP100,JAMB종류
EL_CJAMBT5,JAMB종류_(5),CP100 (막판 : ×),CP100,JAMB종류
EL_CJAMBT6,JAMB종류_(6),CP100 (막판 : ×),CP100,JAMB종류
EL_CJAMBT7,JAMB종류_(7),CP100 (막판 : ×),CP100,JAMB종류
EL_CJAMBT4,JAMB종류_(4),CP100 (막판 : ×),CP100,JAMB종류
EL_CJAMBT1,JAMB종류_(1),"CP200 (막판 : ○, 상부 쫄대 : ×)",CP200,JAMB종류
EL_CJAMBT2,JAMB종류_(2),"CP200 (막판 : ○, 상부 쫄대 : ×)",CP200,JAMB종류
EL_CJAMBT0,JAMB종류_(CP),"CP200 (막판 : ○, 상부 쫄대 : ×)",CP200,JAMB종류
EL_CJAMBT3,JAMB종류_(3),"CP200 (막판 : ○, 상부 쫄대 : ×)",CP200,JAMB종류
EL_CJAMBT5,JAMB종류_(5),"CP200 (막판 : ○, 상부 쫄대 : ×)",CP200,JAMB종류
EL_CJAMBT6,JAMB종류_(6),"CP200 (막판 : ○, 상부 쫄대 : ×)",CP200,JAMB종류
EL_CJAMBT7,JAMB종류_(7),"CP200 (막판 : ○, 상부 쫄대 : ×)",CP200,JAMB종류
EL_CJAMBT4,JAMB종류_(4),"CP200 (막판 : ○, 상부 쫄대 : ×)",CP200,JAMB종류
EL_DELDT,ELD 운전,ELD배터리 포함,ELDBY,ELD운전
EL_DELDT,ELD 운전,ELD배터리 미포함,ELDBN,ELD운전
EL_EMRLCJ,CP JAMB 위치,CASE LEFT,CL,CP JAMB위치
EL_EMRLCJ,CP JAMB 위치,CASE RIGHT,CR,CP JAMB위치
EL_ERPW,ROPE/BELT; 본수,2,2,ROPE벨트본수
EL_ERPW,ROPE/BELT; 본수,3,3,ROPE벨트본수
EL_ERPW,ROPE/BELT; 본수,4,4,ROPE벨트본수
EL_ERPR,ROPE/BELT; ROPING,2:1,2:1,로핑
EL_ECRL,CAR RAIL (K),8K,8,카RAIL(K)
EL_ECRL,CAR RAIL (K),13K,13,카RAIL(K)
EL_ECWRL,CWT RAIL (K),5K,5,균형추 레일(K)
EL_ECWRL,CWT RAIL (K),8K,8,균형추 레일(K)
EL_ECSF,CAR; SAFETY,GSB240DK,GSB240DK,추락방지안전장치
EL_ECSF,CAR; SAFETY,GSB320DK,GSB320DK,추락방지안전장치
EL_ECGV,CAR; GOVERNOR,DG200,DG200,과속조절기
EL_ECGSH,CAR; GUIDE SHOE,HGS121,HGS121,카 가이드슈
EL_ECBUF,CAR; BUFFER,OL_SAU,OL_SAU,균형추/카 완충기
EL_ECWBUF,CWT; BUFFER,OL_SAU,OL_SAU,균형추/카 완충기
EL_ECBUF,CAR; BUFFER,OL_S1U,OL_S1U,균형추/카 완충기
EL_ECWBUF,CWT; BUFFER,OL_S1U,OL_S1U,균형추/카 완충기
EL_DSV1,감시반1,CRT(보급형-펜티엄),CRT,감시반1
EL_DSV1,감시반1,간이,SCR,감시반1
EL_DHSBT,세대내 버튼,CRT연동방식,CRT,세대내 버튼
EL_DEQS,지진감지기/기능,P파,A_TYPE,지진감지기/기능
EL_DEQS,지진감지기/기능,P파+S파,B_TYPE,지진감지기/기능
EL_DEQS,지진감지기/기능,건축,OTHER,지진감지기/기능
EL_EHPP,승강로 칸막이 공급,PIT + 2.5m,P,승강로칸막이공급
EL_EHPP,승강로 칸막이 공급,승강로 전체,A,승강로칸막이공급
EL_ETM,권상기,GH15A,GH15A,권상기
EL_ETM,권상기,GH15B,GH15B,권상기
EL_ETM,권상기,GH25C,GH25C,권상기
EL_ETM,권상기,GH25D,GH25D,권상기
EL_ETM,권상기,GH25A,GH25A,권상기
EL_ETM,권상기,GH25B,GH25B,권상기
EL_ECWGS,CWT; GUIDE SHOE,U,U,균형추가이드슈
EL_ACD2,적용코드,한국(2019.03.28개정),KS190328,적용코드
EL_ACD2,적용코드,EN81-20,EN81-20,적용코드
EL_DBGMS,BGM SPEAKER,SPEAKER,SPK,BGMSPEAKER
EL_DBGMS,BGM SPEAKER,CABLE,CA,BGMSPEAKER
EL_DBGMS,BGM SPEAKER,SPEAKER + CABLE,SPKCA,BGMSPEAKER
EL_DVS,음성합성장치,한국어,KOR,음성합성장치
EL_DVS,음성합성장치,영어,ENG,음성합성장치
EL_DVS,음성합성장치,한국어 + 영어,KE,음성합성장치
EL_BSFED,SAFETY EDGE,멀티빔 1면 가동형,SE400M,SAFETY EDGE
EL_CHLT1,홀랜턴 사양/재질_(1),640_SUSHL (BOX TYPE),640,홀랜턴 사양/재질
EL_CHLT2,홀랜턴 사양/재질_(2),640_SUSHL (BOX TYPE),640,홀랜턴 사양/재질
EL_CHLT3,홀랜턴 사양/재질_(3),640_SUSHL (BOX TYPE),640,홀랜턴 사양/재질
EL_CHLT0,홀랜턴 사양/재질_(CP),640_SUSHL (BOX TYPE),640,홀랜턴 사양/재질
EL_CHLT5,홀랜턴 사양/재질_(5),640_SUSHL (BOX TYPE),640,홀랜턴 사양/재질
EL_CHLT6,홀랜턴 사양/재질_(6),640_SUSHL (BOX TYPE),640,홀랜턴 사양/재질
EL_CHLT7,홀랜턴 사양/재질_(7),640_SUSHL (BOX TYPE),640,홀랜턴 사양/재질
EL_CHLT4,홀랜턴 사양/재질_(4),640_SUSHL (BOX TYPE),640,홀랜턴 사양/재질
EL_CHLT1,홀랜턴 사양/재질_(1),790_ALUMINUM (BOXLESS),790,홀랜턴 사양/재질
EL_CHLT2,홀랜턴 사양/재질_(2),790_ALUMINUM (BOXLESS),790,홀랜턴 사양/재질
EL_CHLT3,홀랜턴 사양/재질_(3),790_ALUMINUM (BOXLESS),790,홀랜턴 사양/재질
EL_CHLT0,홀랜턴 사양/재질_(CP),790_ALUMINUM (BOXLESS),790,홀랜턴 사양/재질
EL_CHLT5,홀랜턴 사양/재질_(5),790_ALUMINUM (BOXLESS),790,홀랜턴 사양/재질
EL_CHLT6,홀랜턴 사양/재질_(6),790_ALUMINUM (BOXLESS),790,홀랜턴 사양/재질
EL_CHLT7,홀랜턴 사양/재질_(7),790_ALUMINUM (BOXLESS),790,홀랜턴 사양/재질
EL_CHLT4,홀랜턴 사양/재질_(4),790_ALUMINUM (BOXLESS),790,홀랜턴 사양/재질
EL_CFRSWT,소방 스위치,BOX TYPE_SUSHL,BX01,소방 스위치
EL_CFRSWT,소방 스위치,BOXLESS TYPE_SUSHL,BL01,소방 스위치
EL_AUSE,용도,전망,OB,용도
EL_AUSE,용도,"전망,장애",OH,용도
EL_AOPEN,열림,CENTER OPEN (2PANEL),1SCO,열림
EL_AOPEN,열림,SIDE OPEN (2PANEL),2SSO,열림
EL_BHR,HANDRAIL,HR1NSS0,HR1NSS0,카내HANDRAIL
EL_DCCTV,CCTV 카메라,(디지털) 동축 CABLE+UTP변환기,H_CABLE_UTP_IP,CCTV카메라
EL_DCCTV,CCTV 카메라,(디지털) 동축 CABLE+IP카메라/UTP변환기,IP_TYPE,CCTV카메라
EL_CHPB1,BUTTON_(1),HIP_DEA1(단종),HIP_DEA1,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HIP_DEA1(단종),HIP_DEA1,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HIP_DEA1(단종),HIP_DEA1,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HIP_DEA1(단종),HIP_DEA1,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HIP_DEA1(단종),HIP_DEA1,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HIP_DEA1(단종),HIP_DEA1,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HIP_DEA1(단종),HIP_DEA1,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HIP_DEA1(단종),HIP_DEA1,BUTTON사양재질
EL_CHPB1,BUTTON_(1),HIP_DEA1A (블루투스 내장) (단종),HIP_DEA1A,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HIP_DEA1A (블루투스 내장) (단종),HIP_DEA1A,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HIP_DEA1A (블루투스 내장) (단종),HIP_DEA1A,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HIP_DEA1A (블루투스 내장) (단종),HIP_DEA1A,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HIP_DEA1A (블루투스 내장) (단종),HIP_DEA1A,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HIP_DEA1A (블루투스 내장) (단종),HIP_DEA1A,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HIP_DEA1A (블루투스 내장) (단종),HIP_DEA1A,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HIP_DEA1A (블루투스 내장) (단종),HIP_DEA1A,BUTTON사양재질
EL_ACAPA,용량,1000,1000,용량
EL_BFS,FLOOR 사양/공급주체,인조대리석/당사,HELCO,FLOOR공급주체
EL_BFS,FLOOR 사양/공급주체,인조대리석/건축,OTHER,FLOOR공급주체
EL_CHPIT1,HPI 사양/재질_(1),PIDP0(단종),PIDP0,HPI 사양재질
EL_CHPIT2,HPI 사양/재질_(2),PIDP0(단종),PIDP0,HPI 사양재질
EL_CHPIT3,HPI 사양/재질_(3),PIDP0(단종),PIDP0,HPI 사양재질
EL_CHPIT0,HPI 사양/재질_(CP),PIDP0(단종),PIDP0,HPI 사양재질
EL_CHPIT5,HPI 사양/재질_(5),PIDP0(단종),PIDP0,HPI 사양재질
EL_CHPIT6,HPI 사양/재질_(6),PIDP0(단종),PIDP0,HPI 사양재질
EL_CHPIT7,HPI 사양/재질_(7),PIDP0(단종),PIDP0,HPI 사양재질
EL_CHPIT4,HPI 사양/재질_(4),PIDP0(단종),PIDP0,HPI 사양재질
EL_AVOLT,동력전원,220V,220,동력전원
EL_AVOLT,동력전원,240V,240,동력전원
EL_AVOLT,동력전원,460V,460,동력전원
EL_AVOLT,동력전원,480V,480,동력전원
EL_CHPB1,BUTTON_(1),HPB_EA1A (블루투스 내장) (단종),HPB_EA1A,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HPB_EA1A (블루투스 내장) (단종),HPB_EA1A,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HPB_EA1A (블루투스 내장) (단종),HPB_EA1A,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HPB_EA1A (블루투스 내장) (단종),HPB_EA1A,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HPB_EA1A (블루투스 내장) (단종),HPB_EA1A,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HPB_EA1A (블루투스 내장) (단종),HPB_EA1A,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HPB_EA1A (블루투스 내장) (단종),HPB_EA1A,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HPB_EA1A (블루투스 내장) (단종),HPB_EA1A,BUTTON사양재질
EL_CHPB1,BUTTON_(1),HPB_DS1C,HPB_DS1C,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HPB_DS1C,HPB_DS1C,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HPB_DS1C,HPB_DS1C,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HPB_DS1C,HPB_DS1C,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HPB_DS1C,HPB_DS1C,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HPB_DS1C,HPB_DS1C,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HPB_DS1C,HPB_DS1C,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HPB_DS1C,HPB_DS1C,BUTTON사양재질
EL_CHPB1,BUTTON_(1),HPB_DS1D (모션콜 내장),HPB_DS1D,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HPB_DS1D (모션콜 내장),HPB_DS1D,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HPB_DS1D (모션콜 내장),HPB_DS1D,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HPB_DS1D (모션콜 내장),HPB_DS1D,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HPB_DS1D (모션콜 내장),HPB_DS1D,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HPB_DS1D (모션콜 내장),HPB_DS1D,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HPB_DS1D (모션콜 내장),HPB_DS1D,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HPB_DS1D (모션콜 내장),HPB_DS1D,BUTTON사양재질
EL_CJAMBT1,JAMB종류_(1),"CP200U (막판 : ○, 상부 쫄대 : ○)",CP200U,JAMB종류
EL_CJAMBT2,JAMB종류_(2),"CP200U (막판 : ○, 상부 쫄대 : ○)",CP200U,JAMB종류
EL_CJAMBT0,JAMB종류_(CP),"CP200U (막판 : ○, 상부 쫄대 : ○)",CP200U,JAMB종류
EL_CJAMBT3,JAMB종류_(3),"CP200U (막판 : ○, 상부 쫄대 : ○)",CP200U,JAMB종류
EL_CJAMBT5,JAMB종류_(5),"CP200U (막판 : ○, 상부 쫄대 : ○)",CP200U,JAMB종류
EL_CJAMBT6,JAMB종류_(6),"CP200U (막판 : ○, 상부 쫄대 : ○)",CP200U,JAMB종류
EL_CJAMBT7,JAMB종류_(7),"CP200U (막판 : ○, 상부 쫄대 : ○)",CP200U,JAMB종류
EL_CJAMBT4,JAMB종류_(4),"CP200U (막판 : ○, 상부 쫄대 : ○)",CP200U,JAMB종류
EL_BWMT,WALL 재질/무늬 총칭,N:EX STRONG BLACK,NEX_A,WALL재질무늬카내
BDUSE,건물용도,사무실,1,건물용도
EL_ABRAND,브랜드,N:EX_MR (넥스 기계실 유),NEX_MR,브랜드
EL_DFR,소방 운전,소방1차 (화재귀착),1,소방운전
EL_DFR,소방 운전,"소방2차 (1차 포함, 소방구조)",2,소방운전
EL_ECBUF,CAR; BUFFER,U,U,균형추/카 완충기
EL_ECWBUF,CWT; BUFFER,U,U,균형추/카 완충기
EL_ATYP,기종,GTLX,GTLX,기종
EL_BKPL,KICK PLATE,SUSHL_304,SUSHL_304,KICK PLATE
EL_EFT1,◎층구분,최상층,T,층구분
EL_EFT5,◎층구분,최상층,T,층구분
EL_EFT6,◎층구분,최상층,T,층구분
EL_EFT0,◎층구분,최상층,T,층구분
EL_EFT2,◎층구분,최상층,T,층구분
EL_EFT3,◎층구분,최상층,T,층구분
EL_EFT4,◎층구분,최상층,T,층구분
EL_EFT7,◎층구분,최상층,T,층구분
EL_ECSF,CAR; SAFETY,GSB370 (단종),GSB370,추락방지안전장치
EL_EFT1,◎층구분,중간층,M,층구분
EL_EFT5,◎층구분,중간층,M,층구분
EL_EFT6,◎층구분,중간층,M,층구분
EL_EFT0,◎층구분,중간층,M,층구분
EL_EFT2,◎층구분,중간층,M,층구분
EL_EFT3,◎층구분,중간층,M,층구분
EL_EFT4,◎층구분,중간층,M,층구분
EL_EFT7,◎층구분,중간층,M,층구분
EL_EFT1,◎층구분,최하층,B,층구분
EL_EFT5,◎층구분,최하층,B,층구분
EL_EFT6,◎층구분,최하층,B,층구분
EL_EFT0,◎층구분,최하층,B,층구분
EL_EFT2,◎층구분,최하층,B,층구분
EL_EFT3,◎층구분,최하층,B,층구분
EL_EFT4,◎층구분,최하층,B,층구분
EL_EFT7,◎층구분,최하층,B,층구분
EL_DEHL,비상용 승강로사다리,휴대용/부분 사다리+사다리함,AL,비상용승강로사다리
EL_DEHL,비상용 승강로사다리,휴대용/부분 사다리,PS,비상용승강로사다리
EL_DEHL,비상용 승강로사다리,승강로 전층 사다리,EL,비상용승강로사다리
EL_ELADT,◎ 사다리 구조,접이식,FOLD,LADDER TYPE
EL_ELADT,◎ 사다리 구조,고정형,FIX,LADDER TYPE
EL_BCCRD,CAR카드키 ; 시스템,당사 (통합ID+버튼CALL),HELCO_SID,카카드키시스템
EL_DHK,기계실 HOOK,SS400,SS400,기계실 HOOK
EL_DHK,기계실 HOOK,SUS,SUS,기계실 HOOK
EL_EFPO3,◎층위치,기준층,MAIN,층위치
EL_EFPO0,◎층위치,기준층,MAIN,층위치
EL_EFPO1,◎층위치,기준층,MAIN,층위치
EL_EFPO2,◎층위치,기준층,MAIN,층위치
EL_EFPO4,◎층위치,기준층,MAIN,층위치
EL_EFPO5,◎층위치,기준층,MAIN,층위치
EL_EFPO6,◎층위치,기준층,MAIN,층위치
EL_EFPO7,◎층위치,기준층,MAIN,층위치
EL_EFPO3,◎층위치,지하층,UNDER,층위치
EL_EFPO0,◎층위치,지하층,UNDER,층위치
EL_EFPO1,◎층위치,지하층,UNDER,층위치
EL_EFPO2,◎층위치,지하층,UNDER,층위치
EL_EFPO4,◎층위치,지하층,UNDER,층위치
EL_EFPO5,◎층위치,지하층,UNDER,층위치
EL_EFPO6,◎층위치,지하층,UNDER,층위치
EL_EFPO7,◎층위치,지하층,UNDER,층위치
EL_EFPO3,◎층위치,기타층,ETC,층위치
EL_EFPO0,◎층위치,기타층,ETC,층위치
EL_EFPO1,◎층위치,기타층,ETC,층위치
EL_EFPO2,◎층위치,기타층,ETC,층위치
EL_EFPO4,◎층위치,기타층,ETC,층위치
EL_EFPO5,◎층위치,기타층,ETC,층위치
EL_EFPO6,◎층위치,기타층,ETC,층위치
EL_EFPO7,◎층위치,기타층,ETC,층위치
EL_BCCRD,CAR카드키 ; 시스템,건축 (전층제어 통합ID+버튼CALL),OTHER_SID,카카드키시스템
EL_BCCRD,CAR카드키 ; 시스템,건축 (다중ID+버튼CALL),OTHER_MID,카카드키시스템
EL_FCWTBUFC,교체; CWT BUFFER,버퍼,BUF,CWT BUFFER공급
EL_FCWTBUFC,교체; CWT BUFFER,버퍼+블록,BUFBLK,CWT BUFFER공급
EL_FCWTBUFC,교체; CWT BUFFER,버퍼+블록+푸팅,BUFBLKFT,CWT BUFFER공급
EL_CHPB1,BUTTON_(1),HIP_D221AB(WHITE DOT+볼트식(매립형))(단종),HIP_D221AB,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HIP_D221AB(WHITE DOT+볼트식(매립형))(단종),HIP_D221AB,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HIP_D221AB(WHITE DOT+볼트식(매립형))(단종),HIP_D221AB,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HIP_D221AB(WHITE DOT+볼트식(매립형))(단종),HIP_D221AB,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HIP_D221AB(WHITE DOT+볼트식(매립형))(단종),HIP_D221AB,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HIP_D221AB(WHITE DOT+볼트식(매립형))(단종),HIP_D221AB,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HIP_D221AB(WHITE DOT+볼트식(매립형))(단종),HIP_D221AB,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HIP_D221AB(WHITE DOT+볼트식(매립형))(단종),HIP_D221AB,BUTTON사양재질
EL_CHPB1,BUTTON_(1),HIP_DDS1C(단종),HIP_DDS1C,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HIP_DDS1C(단종),HIP_DDS1C,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HIP_DDS1C(단종),HIP_DDS1C,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HIP_DDS1C(단종),HIP_DDS1C,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HIP_DDS1C(단종),HIP_DDS1C,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HIP_DDS1C(단종),HIP_DDS1C,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HIP_DDS1C(단종),HIP_DDS1C,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HIP_DDS1C(단종),HIP_DDS1C,BUTTON사양재질
EL_CHPB1,BUTTON_(1),HIP_DDS1D (모션콜 내장)(단종),HIP_DDS1D,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HIP_DDS1D (모션콜 내장)(단종),HIP_DDS1D,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HIP_DDS1D (모션콜 내장)(단종),HIP_DDS1D,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HIP_DDS1D (모션콜 내장)(단종),HIP_DDS1D,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HIP_DDS1D (모션콜 내장)(단종),HIP_DDS1D,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HIP_DDS1D (모션콜 내장)(단종),HIP_DDS1D,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HIP_DDS1D (모션콜 내장)(단종),HIP_DDS1D,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HIP_DDS1D (모션콜 내장)(단종),HIP_DDS1D,BUTTON사양재질
EL_CHPB1,BUTTON_(1),HIP_D25AAB(WHITE DOT+볼트식(매립형))(단종),HIP_D25AAB,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HIP_D25AAB(WHITE DOT+볼트식(매립형))(단종),HIP_D25AAB,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HIP_D25AAB(WHITE DOT+볼트식(매립형))(단종),HIP_D25AAB,BUTTON사양재질
EL_CHPB0,BUTTON_(CP),HIP_D25AAB(WHITE DOT+볼트식(매립형))(단종),HIP_D25AAB,BUTTON사양재질
EL_CHPB5,BUTTON_(5),HIP_D25AAB(WHITE DOT+볼트식(매립형))(단종),HIP_D25AAB,BUTTON사양재질
EL_CHPB6,BUTTON_(6),HIP_D25AAB(WHITE DOT+볼트식(매립형))(단종),HIP_D25AAB,BUTTON사양재질
EL_CHPB7,BUTTON_(7),HIP_D25AAB(WHITE DOT+볼트식(매립형))(단종),HIP_D25AAB,BUTTON사양재질
EL_CHPB4,BUTTON_(4),HIP_D25AAB(WHITE DOT+볼트식(매립형))(단종),HIP_D25AAB,BUTTON사양재질
EL_CHPB1,BUTTON_(1),HPB_EA1(단종),MSR012777,BUTTON사양재질
EL_CHPB2,BUTTON_(2),HPB_EA1(단종),MSR012777,BUTTON사양재질
EL_CHPB3,BUTTON_(3),HPB_EA1(단종),MSR012777,BUTTON사양재질
