code,codeName,typeName,typeVal,name
EL_ATYP,기종,◎ GTLX_R,GTLX_R,기종
EL_BMDL,표준의장,N:EX 어반2 (단종),NEX_PS2,카내사양표준의장
EL_ATYP,기종,◎ GTSS_R,GTSS_R,기종
EL_EHPB,피트하부통로,Yes,Y,YESORNO
EL_DKEY,교체공사(MIG용),Yes,Y,YESORNO
EL_DPK,PARKING KEY,Yes,Y,YESORNO
EL_CRS,피난용SPEAKER 공급,Yes,Y,YESORNO
EL_DRV,행선층 예약시스템,Yes,Y,YESORNO
EL_DATT,운전원서비스,Yes,Y,YESORNO
EL_DHE,응급운전,Yes,Y,YESORNO
EL_DDH,DOOR HOLD,Yes,Y,YESORNO
EL_DSEC,방범운전,Yes,Y,YESORNO
EL_DNICD,NI-CD 베터리,Yes,Y,YESORNO
EL_DLATT,전력회생형 적용,Yes,Y,YESORNO
EL_DEMP,비상발전기 운전,Yes,Y,YESORNO
EL_DMRCP,기계실 양중구 막음판,Yes,Y,YESORNO
EL_DMRA,기계실 에어컨,Yes,Y,YESORNO
EL_DTS,기계실 온도 감지기,Yes,Y,YESORNO
EL_DELCB,누전차단기,Yes,Y,YESORNO
EL_DAMM,전류계,Yes,Y,YESORNO
EL_DCLCP,제어반 전원표시램프,Yes,Y,YESORNO
EL_DSPD,SPD(20KA),Yes,Y,YESORNO
EL_DCNTR,COUNTER,Yes,Y,YESORNO
EL_DLAMP,소방 E/L 기계실 LAMP 공급,Yes,Y,YESORNO
EL_DDPR,국산 RAIL 적용,Yes,Y,YESORNO
EL_DDROPE,국산 ROPE 적용,Yes,Y,YESORNO
EL_ESPB,중간빔 공급,Yes,Y,YESORNO
changecheck_e,공사정보변경확인_전기,Yes,Y,YESORNO
changecheck_m,공사정보변경확인_기계,Yes,Y,YESORNO
EL_DEPHWL,비상통화장치 무선,Yes,Y,YESORNO
EL_ETHRU,관통여부,Yes,Y,YESORNO
EL_DCEEE,천장 구출구 적용,Yes,Y,YESORNO
EL_DITEMUSE,부품교체공사,Yes,Y,YESORNO
EL_BFLOORL,FLOOR LIGHT,Yes,Y,YESORNO
EL_DHFGAD,손끼임 방지장치,Yes,Y,YESORNO
EL_CHCARD1,카드키;적용_(1),Yes,Y,YESORNO
EL_CHCARD2,카드키;적용_(2),Yes,Y,YESORNO
EL_CHCARD3,카드키;적용_(3),Yes,Y,YESORNO
EL_CHCARD0,카드키;적용_(CP),Yes,Y,YESORNO
EL_DG2,◎ (재사용) GROUP 200,Yes,Y,YESORNO
EL_DDT,기계실 덕트 적용 ,Yes,Y,YESORNO
EL_FDWUFSC,FIRE SWITCH 재시공,Yes,Y,YESORNO
EL_ERBSF,RAIL BRKT (균형추) : 측면고정적용,Yes,Y,YESORNO
EL_DTB,TOOL BOX,Yes,Y,YESORNO
EL_DCP,CAR 의장 전면방음패드,Yes,Y,YESORNO
EL_DHFGAD2,손끼임 방지장치,Yes,Y,YESORNO
EL_DHFGAD3,손끼임 방지장치,Yes,Y,YESORNO
EL_DHFGAD0,손끼임 방지장치,Yes,Y,YESORNO
EL_DHFGAD5,손끼임 방지장치,Yes,Y,YESORNO
EL_DHFGAD6,손끼임 방지장치,Yes,Y,YESORNO
EL_DHFGAD7,손끼임 방지장치,Yes,Y,YESORNO
EL_CHCARD5,카드키;적용_(5),Yes,Y,YESORNO
EL_CHCARD6,카드키;적용_(6),Yes,Y,YESORNO
EL_CHCARD7,카드키;적용_(7),Yes,Y,YESORNO
EL_DHFGAD4,손끼임 방지장치,Yes,Y,YESORNO
EL_CHCARD4,카드키;적용_(4),Yes,Y,YESORNO
EL_DIOS,교체공사 의장 판금부품 외주 적용,Yes,Y,YESORNO
EL_DHSC,HATCH SILL 물막이 판,Yes,Y,YESORNO
EL_CHDET0,DOOR엣칭테둘림_(CP),Yes,Y,YESORNO
EL_A3DIT,세자리 층표시,Yes,Y,YESORNO
EL_ARDR,RENDERING,Yes,Y,YESORNO
EL_DFHCB,HANGER CASE BRACKET 현장실측,Yes,Y,YESORNO
EL_DETS,◎ ETS 적용,Yes,Y,YESORNO
EL_ASPLY,일식외주 여부,Yes,Y,YESORNO
EL_FCSHVC,교체; CAR SHEAVE,Yes,Y,YESORNO
EL_FDFC,교체; DEF. SHEAVE,Yes,Y,YESORNO
EL_BWET,WALL 엣칭테두리,Yes,Y,YESORNO
EL_BFP,FLOOR 합판적용,Yes,Y,YESORNO
EL_EHSTS,교체 ; SILL 턱 유무,Yes,Y,YESORNO
EL_ECRE,교체 ; CWT. ROPE END 공급,Yes,Y,YESORNO
EL_DREUSE,교체공사,Yes,Y,YESORNO
EL_BCDET,DOOR 엣칭 테둘림,Yes,Y,YESORNO
EL_BCRH,CURTAIN HOOK,Yes,Y,YESORNO
EL_DCM,비장애자용 거울 추가,Yes,Y,YESORNO
EL_DJSB,JAMB 고정용 철근,Yes,Y,YESORNO
EL_DCFQ,천장팬 2EA 적용,Yes,Y,YESORNO
EL_DHS,(재사용) HATCH SILL,Yes,Y,YESORNO
EL_CHBC5M,홀버튼케이블 돌림 배선,Yes,Y,YESORNO
EL_DFHSS,HATCH SILL SUPPORT 현장실측,Yes,Y,YESORNO
EL_DFAN,제어반 환기 FAN,Yes,Y,YESORNO
EL_ECRP,◎ CORNER POST,Yes,Y,YESORNO
EL_FFPTGC,교체; FASCIA PLATE/TOE GUARD,Yes,Y,YESORNO
EL_FGOVRPC,교체; GOV. ROPE,Yes,Y,YESORNO
EL_FSFBC,교체; ROPE 방음 BOX,Yes,Y,YESORNO
EL_FTMBC,교체; TM BED,Yes,Y,YESORNO
EL_BCR,CURTAIN,Yes,Y,YESORNO
EL_CHDET3,DOOR엣칭테둘림_(3),Yes,Y,YESORNO
EL_DG101,◎ 벽파훼 최소화 적용,Yes,Y,YESORNO
EL_DFM,승강로내부 층표시판,Yes,Y,YESORNO
EL_DLPWR,◎ 기계실 조명 전원 공급,Yes,Y,YESORNO
EL_DNPR,◎ 역결상검출장치,Yes,Y,YESORNO
EL_DVICI,양방향 화상통화 장치,Yes,Y,YESORNO
EL_ECHED,◎ CHECKERED DUCT,Yes,Y,YESORNO
EL_BMOPBCS,◎ MAIN OPB ; CAR STILE,Yes,Y,YESORNO
EL_BHOPBCS,◎ 장애자 OPB ; CAR STILE,Yes,Y,YESORNO
EL_DSRC,◎ 슬라이딩 레일 클립 적용,Yes,Y,YESORNO
EL_DFP,◎ (재사용) FASCIA PLATE,Yes,Y,YESORNO
EL_DVSY,◎ (재사용) VOICE SYNTHESIZER,Yes,Y,YESORNO
EL_ASPCD,시방서 DEVIATION 여부,Yes,Y,YESORNO
EL_DFJC,JAMB COVER 현장실측,Yes,Y,YESORNO
EL_DHDVRF,◎ HATCH DOOR 종보강,Yes,Y,YESORNO
EL_BCRW,CORNER ROUND WALL 적용,Yes,Y,YESORNO
EL_FCWTSHVC,교체; CWT SHEAVE,Yes,Y,YESORNO
EL_FHSC,교체; HATCH SILL,Yes,Y,YESORNO
EL_EFOEE,"EE,BG,AA,BB 강제적용",Yes,Y,YESORNO
EL_FPITLDC,교체; PIT LADDER,Yes,Y,YESORNO
EL_DELI,경광등,Yes,Y,YESORNO
EL_DFSG,접이식 안전난간대 적용,Yes,Y,YESORNO
EL_DMOTEL,모텔기능,Yes,Y,YESORNO
EL_DSR,최상하층 강제감속,Yes,Y,YESORNO
EL_DPFP,PIT 구간 FASCIA PLATE 적용,Yes,Y,YESORNO
EL_A3S,◎ 3S 제어반,Yes,Y,YESORNO
EL_DANION,음이온팬 적용,Yes,Y,YESORNO
EL_CHDET1,DOOR엣칭테둘림_(1),Yes,Y,YESORNO
EL_CHDET2,DOOR엣칭테둘림_(2),Yes,Y,YESORNO
EL_CHDET4,DOOR엣칭테둘림_(4),Yes,Y,YESORNO
EL_CHDET5,DOOR엣칭테둘림_(5),Yes,Y,YESORNO
EL_CHDET6,DOOR엣칭테둘림_(6),Yes,Y,YESORNO
EL_CHDET7,DOOR엣칭테둘림_(7),Yes,Y,YESORNO
EL_DMIRB,MRL 흡진형 RAIL BRKT,Yes,Y,YESORNO
EL_EHFIX,◎ HFIX CABLE,Yes,Y,YESORNO
EL_ERFS,교체 ; FRONT SILL 적용,Yes,Y,YESORNO
EL_DMTPIT,◎ 강재 피트 적용,Yes,Y,YESORNO
EL_DRBSW,RUN BY SW,Yes,Y,YESORNO
EL_CVCALL1,외장형 음성인식장치 (기준층),Yes,Y,YESORNO
EL_BROBOT,◎ 로봇탑승용 엘리베이터,Yes,Y,YESORNO
EL_BOPBMINI,◎ OPB MINI SIZE 적용,Yes,Y,YESORNO
EL_EHALFT,◎ HALF T-CABLE,Yes,Y,YESORNO
EL_DHLAMP,승강로 램프(해외현장용),Yes,Y,YESORNO
EL_DDTM,국산 TM 적용,Yes,Y,YESORNO
EL_BABD,◎ ABD적용(ANTI-BOUNCING DEVICE),Yes,Y,YESORNO
EL_DRP,방우형 구조 적용,Yes,Y,YESORNO
EL_DFSWGD,전면부 안전난간대 적용,Yes,Y,YESORNO
EL_EHPB,피트하부통로,No,N,YESORNO
EL_DKEY,교체공사(MIG용),No,N,YESORNO
EL_DPK,PARKING KEY,No,N,YESORNO
EL_CRS,피난용SPEAKER 공급,No,N,YESORNO
EL_DRV,행선층 예약시스템,No,N,YESORNO
EL_DATT,운전원서비스,No,N,YESORNO
EL_DHE,응급운전,No,N,YESORNO
EL_DDH,DOOR HOLD,No,N,YESORNO
EL_DSEC,방범운전,No,N,YESORNO
EL_DNICD,NI-CD 베터리,No,N,YESORNO
EL_DLATT,전력회생형 적용,No,N,YESORNO
EL_DEMP,비상발전기 운전,No,N,YESORNO
EL_DMRCP,기계실 양중구 막음판,No,N,YESORNO
EL_DMRA,기계실 에어컨,No,N,YESORNO
EL_DTS,기계실 온도 감지기,No,N,YESORNO
EL_DELCB,누전차단기,No,N,YESORNO
EL_DAMM,전류계,No,N,YESORNO
EL_DCLCP,제어반 전원표시램프,No,N,YESORNO
EL_DSPD,SPD(20KA),No,N,YESORNO
EL_DCNTR,COUNTER,No,N,YESORNO
EL_DLAMP,소방 E/L 기계실 LAMP 공급,No,N,YESORNO
EL_DDPR,국산 RAIL 적용,No,N,YESORNO
EL_DDROPE,국산 ROPE 적용,No,N,YESORNO
EL_ESPB,중간빔 공급,No,N,YESORNO
changecheck_e,공사정보변경확인_전기,No,N,YESORNO
changecheck_m,공사정보변경확인_기계,No,N,YESORNO
EL_DEPHWL,비상통화장치 무선,No,N,YESORNO
EL_ETHRU,관통여부,No,N,YESORNO
EL_DCEEE,천장 구출구 적용,No,N,YESORNO
EL_DITEMUSE,부품교체공사,No,N,YESORNO
EL_BFLOORL,FLOOR LIGHT,No,N,YESORNO
EL_DHFGAD,손끼임 방지장치,No,N,YESORNO
EL_CHCARD1,카드키;적용_(1),No,N,YESORNO
EL_CHCARD2,카드키;적용_(2),No,N,YESORNO
EL_CHCARD3,카드키;적용_(3),No,N,YESORNO
EL_CHCARD0,카드키;적용_(CP),No,N,YESORNO
EL_DG2,◎ (재사용) GROUP 200,No,N,YESORNO
EL_DDT,기계실 덕트 적용 ,No,N,YESORNO
EL_FDWUFSC,FIRE SWITCH 재시공,No,N,YESORNO
EL_ERBSF,RAIL BRKT (균형추) : 측면고정적용,No,N,YESORNO
EL_DTB,TOOL BOX,No,N,YESORNO
EL_DCP,CAR 의장 전면방음패드,No,N,YESORNO
EL_DHFGAD2,손끼임 방지장치,No,N,YESORNO
EL_DHFGAD3,손끼임 방지장치,No,N,YESORNO
EL_DHFGAD0,손끼임 방지장치,No,N,YESORNO
EL_DHFGAD5,손끼임 방지장치,No,N,YESORNO
EL_DHFGAD6,손끼임 방지장치,No,N,YESORNO
EL_DHFGAD7,손끼임 방지장치,No,N,YESORNO
EL_CHCARD5,카드키;적용_(5),No,N,YESORNO
EL_CHCARD6,카드키;적용_(6),No,N,YESORNO
EL_CHCARD7,카드키;적용_(7),No,N,YESORNO
EL_DHFGAD4,손끼임 방지장치,No,N,YESORNO
EL_CHCARD4,카드키;적용_(4),No,N,YESORNO
EL_DIOS,교체공사 의장 판금부품 외주 적용,No,N,YESORNO
EL_DHSC,HATCH SILL 물막이 판,No,N,YESORNO
EL_CHDET0,DOOR엣칭테둘림_(CP),No,N,YESORNO
EL_A3DIT,세자리 층표시,No,N,YESORNO
EL_ARDR,RENDERING,No,N,YESORNO
EL_DFHCB,HANGER CASE BRACKET 현장실측,No,N,YESORNO
EL_DETS,◎ ETS 적용,No,N,YESORNO
EL_ASPLY,일식외주 여부,No,N,YESORNO
EL_FCSHVC,교체; CAR SHEAVE,No,N,YESORNO
EL_FDFC,교체; DEF. SHEAVE,No,N,YESORNO
EL_BWET,WALL 엣칭테두리,No,N,YESORNO
EL_BFP,FLOOR 합판적용,No,N,YESORNO
EL_EHSTS,교체 ; SILL 턱 유무,No,N,YESORNO
EL_ECRE,교체 ; CWT. ROPE END 공급,No,N,YESORNO
EL_DREUSE,교체공사,No,N,YESORNO
EL_BCDET,DOOR 엣칭 테둘림,No,N,YESORNO
EL_BCRH,CURTAIN HOOK,No,N,YESORNO
EL_DCM,비장애자용 거울 추가,No,N,YESORNO
EL_DJSB,JAMB 고정용 철근,No,N,YESORNO
EL_DCFQ,천장팬 2EA 적용,No,N,YESORNO
EL_DHS,(재사용) HATCH SILL,No,N,YESORNO
EL_CHBC5M,홀버튼케이블 돌림 배선,No,N,YESORNO
EL_DFHSS,HATCH SILL SUPPORT 현장실측,No,N,YESORNO
EL_DFAN,제어반 환기 FAN,No,N,YESORNO
EL_ECRP,◎ CORNER POST,No,N,YESORNO
EL_FFPTGC,교체; FASCIA PLATE/TOE GUARD,No,N,YESORNO
EL_FGOVRPC,교체; GOV. ROPE,No,N,YESORNO
EL_FSFBC,교체; ROPE 방음 BOX,No,N,YESORNO
EL_FTMBC,교체; TM BED,No,N,YESORNO
EL_BCR,CURTAIN,No,N,YESORNO
EL_CHDET3,DOOR엣칭테둘림_(3),No,N,YESORNO
EL_DG101,◎ 벽파훼 최소화 적용,No,N,YESORNO
EL_DFM,승강로내부 층표시판,No,N,YESORNO
EL_DLPWR,◎ 기계실 조명 전원 공급,No,N,YESORNO
EL_DNPR,◎ 역결상검출장치,No,N,YESORNO
EL_DVICI,양방향 화상통화 장치,No,N,YESORNO
EL_ECHED,◎ CHECKERED DUCT,No,N,YESORNO
EL_BMOPBCS,◎ MAIN OPB ; CAR STILE,No,N,YESORNO
EL_BHOPBCS,◎ 장애자 OPB ; CAR STILE,No,N,YESORNO
EL_DSRC,◎ 슬라이딩 레일 클립 적용,No,N,YESORNO
EL_DFP,◎ (재사용) FASCIA PLATE,No,N,YESORNO
EL_DVSY,◎ (재사용) VOICE SYNTHESIZER,No,N,YESORNO
EL_ASPCD,시방서 DEVIATION 여부,No,N,YESORNO
EL_DFJC,JAMB COVER 현장실측,No,N,YESORNO
EL_DHDVRF,◎ HATCH DOOR 종보강,No,N,YESORNO
EL_BCRW,CORNER ROUND WALL 적용,No,N,YESORNO
EL_FCWTSHVC,교체; CWT SHEAVE,No,N,YESORNO
EL_FHSC,교체; HATCH SILL,No,N,YESORNO
EL_EFOEE,"EE,BG,AA,BB 강제적용",No,N,YESORNO
EL_FPITLDC,교체; PIT LADDER,No,N,YESORNO
EL_DELI,경광등,No,N,YESORNO
EL_DFSG,접이식 안전난간대 적용,No,N,YESORNO
EL_DMOTEL,모텔기능,No,N,YESORNO
EL_DSR,최상하층 강제감속,No,N,YESORNO
EL_DPFP,PIT 구간 FASCIA PLATE 적용,No,N,YESORNO
EL_A3S,◎ 3S 제어반,No,N,YESORNO
EL_DANION,음이온팬 적용,No,N,YESORNO
EL_CHDET1,DOOR엣칭테둘림_(1),No,N,YESORNO
EL_CHDET2,DOOR엣칭테둘림_(2),No,N,YESORNO
EL_CHDET4,DOOR엣칭테둘림_(4),No,N,YESORNO
EL_CHDET5,DOOR엣칭테둘림_(5),No,N,YESORNO
EL_CHDET6,DOOR엣칭테둘림_(6),No,N,YESORNO
EL_CHDET7,DOOR엣칭테둘림_(7),No,N,YESORNO
EL_DMIRB,MRL 흡진형 RAIL BRKT,No,N,YESORNO
EL_EHFIX,◎ HFIX CABLE,No,N,YESORNO
EL_ERFS,교체 ; FRONT SILL 적용,No,N,YESORNO
EL_DMTPIT,◎ 강재 피트 적용,No,N,YESORNO
EL_DRBSW,RUN BY SW,No,N,YESORNO
EL_CVCALL1,외장형 음성인식장치 (기준층),No,N,YESORNO
EL_BROBOT,◎ 로봇탑승용 엘리베이터,No,N,YESORNO
EL_BOPBMINI,◎ OPB MINI SIZE 적용,No,N,YESORNO
EL_EHALFT,◎ HALF T-CABLE,No,N,YESORNO
EL_DHLAMP,승강로 램프(해외현장용),No,N,YESORNO
EL_DDTM,국산 TM 적용,No,N,YESORNO
EL_BABD,◎ ABD적용(ANTI-BOUNCING DEVICE),No,N,YESORNO
EL_DRP,방우형 구조 적용,No,N,YESORNO
EL_DFSWGD,전면부 안전난간대 적용,No,N,YESORNO
partnogroup,영업정보구분,TEST,T,영업정보구분
partnogroup,영업정보구분,수주,O,영업정보구분
EL_AUSE,용도,인승,PS,용도
EL_AUSE,용도,장애,HC,용도
EL_AUSE,용도,비상(소방구조용),EP,용도
EL_AUSE,용도,"장애,비상(소방구조용)",EH,용도
EL_ACAPA,용량,550,550,용량
EL_ACAPA,용량,600,600,용량
EL_ACAPA,용량,700,700,용량
EL_ACAPA,용량,750,750,용량
EL_ACAPA,용량,900,900,용량
EL_ACAPA,용량,1150,1150,용량
EL_ASPD,속도,45m/m (0.75m/s),45,속도
EL_ASPD,속도,60m/m (1m/s),60,속도
EL_ASPD,속도,90m/m (1.5m/s),90,속도
EL_ASPD,속도,105m/m (1.75m/s),105,속도
EL_ABRAND,브랜드,N:EX_MRL (넥스 기계실 무),NEX_MRL,브랜드
EL_BCDM,DOOR 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BECM,ENTRANCE COLUMN 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BETM,TRANSOM 재질/무늬,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CJAMBM1,JAMB재질_(1),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CHDM1,DOOR재질_(1),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM01,1.WALL;좌측전면 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM02,2.WALL;좌측면전면 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM03,3. WALL;좌측면중앙 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM04,4. WALL;좌측면후면 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM05,5. WALL;후면좌면 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM06,6. WALL;후면중앙 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM07,7. WALL;후면우면 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM08,8. WALL;우측면후면 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM09,9.WALL;우측면중앙 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM10,10.WALL;우측면전면 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BWM11,11.WALL;우측전면 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CJAMBM2,JAMB재질_(2),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CJAMBM3,JAMB재질_(3),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CJAMBM0,JAMB재질_(CP),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CHDM2,DOOR재질_(2),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CHDM3,DOOR재질_(3),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CHDM0,DOOR재질_(CP),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CJAMBM5,JAMB재질_(5),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CHDM5,DOOR재질_(5),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CJAMBM6,JAMB재질_(6),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CHDM6,DOOR재질_(6),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CJAMBM7,JAMB재질_(7),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CHDM7,DOOR재질_(7),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CHDM4,DOOR재질_(4),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_CJAMBM4,JAMB재질_(4),A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BCDM2,DOOR (2) 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_DEDJM,승강로 비상문 JAMB 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_DEDM,승강로 비상문 DOOR 재질,A1 비드블라스트,BDBMIR_A1,재질/무늬
EL_BCDM,DOOR 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BECM,ENTRANCE COLUMN 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BETM,TRANSOM 재질/무늬,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CJAMBM1,JAMB재질_(1),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CHDM1,DOOR재질_(1),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM01,1.WALL;좌측전면 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM02,2.WALL;좌측면전면 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM03,3. WALL;좌측면중앙 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM04,4. WALL;좌측면후면 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM05,5. WALL;후면좌면 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM06,6. WALL;후면중앙 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM07,7. WALL;후면우면 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM08,8. WALL;우측면후면 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM09,9.WALL;우측면중앙 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM10,10.WALL;우측면전면 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BWM11,11.WALL;우측전면 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CJAMBM2,JAMB재질_(2),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CJAMBM3,JAMB재질_(3),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CJAMBM0,JAMB재질_(CP),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CHDM2,DOOR재질_(2),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CHDM3,DOOR재질_(3),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CHDM0,DOOR재질_(CP),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CJAMBM5,JAMB재질_(5),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CHDM5,DOOR재질_(5),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CJAMBM6,JAMB재질_(6),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CHDM6,DOOR재질_(6),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CJAMBM7,JAMB재질_(7),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CHDM7,DOOR재질_(7),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CHDM4,DOOR재질_(4),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_CJAMBM4,JAMB재질_(4),A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BCDM2,DOOR (2) 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_DEDJM,승강로 비상문 JAMB 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_DEDM,승강로 비상문 DOOR 재질,A1 비드블라스트 엣칭,BDBMET_A1,재질/무늬
EL_BCDM,DOOR 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BECM,ENTRANCE COLUMN 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BETM,TRANSOM 재질/무늬,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CJAMBM1,JAMB재질_(1),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CHDM1,DOOR재질_(1),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM01,1.WALL;좌측전면 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM02,2.WALL;좌측면전면 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM03,3. WALL;좌측면중앙 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM04,4. WALL;좌측면후면 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM05,5. WALL;후면좌면 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM06,6. WALL;후면중앙 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM07,7. WALL;후면우면 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM08,8. WALL;우측면후면 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM09,9.WALL;우측면중앙 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM10,10.WALL;우측면전면 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_BWM11,11.WALL;우측전면 재질,A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CJAMBM2,JAMB재질_(2),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CJAMBM3,JAMB재질_(3),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CJAMBM0,JAMB재질_(CP),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CHDM2,DOOR재질_(2),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CHDM3,DOOR재질_(3),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CHDM0,DOOR재질_(CP),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CJAMBM5,JAMB재질_(5),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CHDM5,DOOR재질_(5),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
EL_CJAMBM6,JAMB재질_(6),A1 티타늄 패턴블라스트 엣칭 (NSP),TINPTBLET_A1,재질/무늬
